item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322549646286,3322549646287,3322549646287,3322549647129,3322549654259,3322549654850,3322549654850,1,842,591,8563
1,1,1,3322549646584,3322549646584,3322549646584,3322549647140,3322549661195,3322549661784,3322549661784,0,556,589,15200
2,2,1,3322549646613,3322549646614,3322549646614,3322549647144,3322549668402,3322549669007,3322549669007,1,530,605,22393
3,3,1,3322549646630,3322549646630,3322549646630,3322549647148,3322549675340,3322549675924,3322549675925,0,518,584,29294
4,4,1,3322549646917,3322549646917,3322549646917,3322549647682,3322549682286,3322549682883,3322549682883,0,765,597,35966
5,5,1,3322549646931,3322549646931,3322549646931,3322549647688,3322549689242,3322549689839,3322549689839,0,757,597,42908
6,6,1,3322549646941,3322549646941,3322549646941,3322549647692,3322549696186,3322549696790,3322549696790,0,751,604,49849
7,7,1,3322549646955,3322549646955,3322549646955,3322549648249,3322549703048,3322549703640,3322549703640,0,1294,592,56685
8,8,1,3322549647474,3322549647474,3322549647474,3322549648254,3322549710015,3322549710603,3322549710603,0,780,588,63129
9,9,1,3322549647490,3322549647490,3322549647490,3322549648257,3322549716947,3322549717536,3322549717537,0,767,589,70046
10,10,1,3322549647500,3322549647500,3322549647500,3322549648261,3322549723882,3322549724468,3322549724468,0,761,586,76968
11,11,1,3322549647509,3322549647509,3322549647509,3322549648783,3322549730797,3322549731387,3322549731388,0,1274,590,83878
12,12,1,3322549648019,3322549648019,3322549648019,3322549648789,3322549737740,3322549738331,3322549738331,0,770,591,90312
13,13,1,3322549648033,3322549648033,3322549648033,3322549648792,3322549744644,3322549745244,3322549745244,0,759,600,97211
14,14,1,3322549648045,3322549648045,3322549648045,3322549648795,3322549751573,3322549752154,3322549752154,0,750,581,104109
15,15,1,3322549648070,3322549648070,3322549648070,3322549648799,3322549758497,3322549758812,3322549758813,0,729,315,110742
16,0,1,3322549758970,3322549758970,3322549758970,3322549759445,3322549766106,3322549766429,3322549766429,0,475,323,7459
17,1,1,3322549759031,3322549759032,3322549759032,3322549759454,3322549766268,3322549766429,3322549766429,1,422,161,7397
