item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322647998972,3322647998973,3322647998973,3322648001256,3322648115697,3322648119331,3322648119332,1,2283,3634,120358
1,1,1,3322647999311,3322647999311,3322647999311,3322648002343,3322648226529,3322648230159,3322648230159,0,3032,3630,230848
2,2,1,3322647999534,3322647999534,3322647999534,3322648002871,3322648337693,3322648341324,3322648341325,0,3337,3631,341790
3,3,1,3322647999548,3322647999548,3322647999548,3322648004226,3322648448768,3322648452400,3322648452400,0,4678,3632,452852
4,4,1,3322647999741,3322647999741,3322647999741,3322648004850,3322648559897,3322648563520,3322648563520,0,5109,3623,563779
5,5,1,3322647999757,3322647999757,3322647999757,3322648005385,3322648670857,3322648674470,3322648674471,0,5628,3613,674713
6,6,1,3322647999771,3322647999771,3322647999771,3322648006534,3322648781601,3322648785221,3322648785221,0,6763,3620,785450
7,7,1,3322647999788,3322647999788,3322647999788,3322648007018,3322648892419,3322648896030,3322648896030,0,7230,3611,896242
8,8,1,3322647999966,3322647999966,3322647999966,3322648007921,3322649003445,3322649007085,3322649007086,0,7955,3640,1007119
9,9,1,3322647999981,3322647999982,3322647999982,3322648008404,3322649114014,3322649117626,3322649117626,1,8422,3612,1117644
10,10,1,3322647999995,3322647999995,3322647999995,3322648009309,3322649224534,3322649228145,3322649228145,0,9314,3611,1228150
11,11,1,3322648000007,3322648000007,3322648000007,3322648010217,3322649334255,3322649337870,3322649337871,0,10210,3615,1337863
12,12,1,3322648000203,3322648000203,3322648000203,3322648011126,3322649444002,3322649447647,3322649447647,0,10923,3645,1447444
13,13,1,3322648000220,3322648000220,3322648000220,3322648011593,3322649553926,3322649557528,3322649557529,0,11373,3602,1557308
14,14,1,3322648000234,3322648000234,3322648000234,3322648012505,3322649663963,3322649667466,3322649667466,0,12271,3503,1667232
15,15,1,3322648000247,3322648000247,3322648000247,3322648013407,3322649774581,3322649778219,3322649778219,0,13160,3638,1777972
16,16,1,3322648000423,3322648000424,3322648000424,3322648014334,3322649884504,3322649888125,3322649888125,1,13910,3621,1887701
17,17,1,3322648000441,3322648000441,3322648000441,3322648015235,3322649994176,3322649997809,3322649997809,0,14794,3633,1997368
18,18,1,3322648000455,3322648000456,3322648000456,3322648015708,3322650104037,3322650107607,3322650107608,1,15252,3570,2107151
19,19,1,3322648000469,3322648000469,3322648000469,3322648016625,3322650213832,3322650217468,3322650217469,0,16156,3636,2216999
20,20,1,3322648000670,3322648000670,3322648000670,3322648017528,3322650324000,3322650327633,3322650327633,0,16858,3633,2326963
21,21,1,3322648000752,3322648000752,3322648000752,3322648018002,3322650434009,3322650437642,3322650437643,0,17250,3633,2436890
22,22,1,3322648000767,3322648000767,3322648000767,3322648018907,3322650544355,3322650547949,3322650547950,0,18140,3594,2547182
23,23,1,3322648000780,3322648000780,3322648000780,3322648019816,3322650654052,3322650657585,3322650657585,0,19036,3533,2656805
24,24,1,3322648001039,3322648001039,3322648001039,3322648020750,3322650764265,3322650767891,3322650767891,0,19711,3626,2766852
25,25,1,3322648001056,3322648001057,3322648001057,3322648021647,3322650874357,3322650878043,3322650878043,1,20590,3686,2876986
26,26,1,3322648001069,3322648001070,3322648001070,3322648022106,3322651002416,3322651006139,3322651006139,1,21036,3723,3005069
27,27,1,3322648001082,3322648001082,3322648001082,3322648022577,3322651130662,3322651134350,3322651134350,0,21495,3688,3133268
28,28,1,3322648001572,3322648001572,3322648001572,3322648023041,3322651258370,3322651262091,3322651262091,0,21469,3721,3260519
29,29,1,3322648001590,3322648001590,3322648001590,3322648023482,3322651386489,3322651390218,3322651390218,0,21892,3729,3388628
30,30,1,3322648001604,3322648001604,3322648001604,3322648024387,3322651514505,3322651518178,3322651518178,0,22783,3673,3516574
31,31,1,3322648001633,3322648001633,3322648001633,3322648024861,3322651642624,3322651646328,3322651646329,0,23228,3704,3644695
32,32,1,3322648002121,3322648002121,3322648002121,3322648025322,3322651770521,3322651774258,3322651774259,0,23201,3737,3772137
33,33,1,3322648002138,3322648002138,3322648002138,3322648026224,3322651898581,3322651902273,3322651902273,0,24086,3692,3900135
34,34,1,3322648002155,3322648002155,3322648002155,3322648026647,3322652026460,3322652030189,3322652030189,0,24492,3729,4028034
35,35,1,3322648002168,3322648002168,3322648002168,3322648027552,3322652154549,3322652158230,3322652158230,0,25384,3681,4156062
36,36,1,3322648002653,3322648002653,3322648002653,3322648028025,3322652282402,3322652286098,3322652286098,0,25372,3696,4283445
37,37,1,3322648002670,3322648002670,3322648002670,3322648028495,3322652410467,3322652414166,3322652414166,0,25825,3699,4411496
38,38,1,3322648002683,3322648002684,3322648002684,3322648028971,3322652538701,3322652542268,3322652542268,1,26287,3567,4539584
39,39,1,3322648002696,3322648002696,3322648002696,3322648029880,3322652667231,3322652670960,3322652670960,0,27184,3729,4668264
40,40,1,3322648003177,3322648003177,3322648003177,3322648030351,3322652795399,3322652799186,3322652799186,0,27174,3787,4796009
41,41,1,3322648003463,3322648003463,3322648003463,3322648030816,3322652926098,3322652929389,3322652929389,0,27353,3291,4925926
42,42,1,3322648003479,3322648003479,3322648003479,3322648031282,3322653056618,3322653060357,3322653060357,0,27803,3739,5056878
43,43,1,3322648003492,3322648003492,3322648003492,3322648031749,3322653187468,3322653191266,3322653191266,0,28257,3798,5187774
44,44,1,3322648003980,3322648003980,3322648003980,3322648032664,3322653318002,3322653321760,3322653321760,0,28684,3758,5317780
45,45,1,3322648003997,3322648003997,3322648003997,3322648033135,3322653448297,3322653452043,3322653452043,0,29138,3746,5448046
46,46,1,3322648004013,3322648004013,3322648004013,3322648033597,3322653578973,3322653582777,3322653582777,0,29584,3804,5578764
47,47,1,3322648004026,3322648004026,3322648004026,3322648034499,3322653709720,3322653713502,3322653713502,0,30473,3782,5709476
48,48,1,3322648004541,3322648004541,3322648004541,3322648034961,3322653840715,3322653844513,3322653844514,0,30420,3798,5839972
49,49,1,3322648004558,3322648004558,3322648004558,3322648035427,3322653971646,3322653975401,3322653975401,0,30869,3755,5970843
50,50,1,3322648004572,3322648004572,3322648004572,3322648035891,3322654102073,3322654105880,3322654105880,0,31319,3807,6101308
51,51,1,3322648004669,3322648004669,3322648004669,3322648036807,3322654233021,3322654236782,3322654236782,0,32138,3761,6232113
