item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322324918395,3322324918396,3322324918396,3322324920036,3322325033343,3322325036965,3322325036965,1,1640,3622,118569
1,1,1,3322324918702,3322324918702,3322324918702,3322324920841,3322325144182,3322325147797,3322325147797,0,2139,3615,229095
2,2,1,3322324918718,3322324918718,3322324918718,3322324922153,3322325254774,3322325258407,3322325258407,0,3435,3633,339689
3,3,1,3322324918966,3322324918966,3322324918966,3322324922661,3322325365537,3322325369108,3322325369108,0,3695,3571,450142
4,4,1,3322324919151,3322324919151,3322324919151,3322324923353,3322325476203,3322325479835,3322325479836,0,4202,3632,560684
5,5,1,3322324919168,3322324919168,3322324919168,3322324924364,3322325587027,3322325590699,3322325590699,0,5196,3672,671531
6,6,1,3322324919183,3322324919183,3322324919183,3322324925076,3322325697846,3322325701409,3322325701409,0,5893,3563,782226
7,7,1,3322324919196,3322324919197,3322324919197,3322324925597,3322325808178,3322325811806,3322325811806,1,6400,3628,892609
8,8,1,3322324919373,3322324919373,3322324919373,3322324926742,3322325918852,3322325922459,3322325922459,0,7369,3607,1003086
9,9,1,3322324919388,3322324919388,3322324919388,3322324927215,3322326029223,3322326032846,3322326032847,0,7827,3623,1113458
10,10,1,3322324919401,3322324919401,3322324919401,3322324928091,3322326140075,3322326143699,3322326143700,0,8690,3624,1224298
11,11,1,3322324919414,3322324919414,3322324919414,3322324928994,3322326249856,3322326253424,3322326253424,0,9580,3568,1334010
12,12,1,3322324919599,3322324919599,3322324919599,3322324929892,3322326359867,3322326363505,3322326363505,0,10293,3638,1443906
13,13,1,3322324919615,3322324919615,3322324919615,3322324930337,3322326469809,3322326473420,3322326473420,0,10722,3611,1553805
14,14,1,3322324919629,3322324919629,3322324919629,3322324931216,3322326579640,3322326583258,3322326583258,0,11587,3618,1663629
15,15,1,3322324919642,3322324919642,3322324919642,3322324932099,3322326689780,3322326693404,3322326693405,0,12457,3624,1773762
16,16,1,3322324919817,3322324919817,3322324919817,3322324932976,3322326799574,3322326803211,3322326803211,0,13159,3637,1883394
17,17,1,3322324919832,3322324919832,3322324919832,3322324933871,3322326909596,3322326913215,3322326913215,0,14039,3619,1993383
18,18,1,3322324919846,3322324919846,3322324919846,3322324934754,3322327019408,3322327023035,3322327023036,0,14908,3627,2103189
19,19,1,3322324919859,3322324919859,3322324919859,3322324935196,3322327129298,3322327132936,3322327132936,0,15337,3638,2213077
20,20,1,3322324920345,3322324920345,3322324920345,3322324936079,3322327239403,3322327243028,3322327243029,0,15734,3625,2322683
21,21,1,3322324920637,3322324920638,3322324920638,3322324936968,3322327349255,3322327352884,3322327352884,1,16330,3629,2432246
22,22,1,3322324920653,3322324920653,3322324920653,3322324937872,3322327458939,3322327462575,3322327462575,0,17219,3636,2541922
23,23,1,3322324920664,3322324920664,3322324920664,3322324938318,3322327569036,3322327572669,3322327572670,0,17654,3633,2652005
24,24,1,3322324921124,3322324921124,3322324921124,3322324939186,3322327679064,3322327682691,3322327682691,0,18062,3627,2761567
25,25,1,3322324921141,3322324921141,3322324921141,3322324940078,3322327788662,3322327792359,3322327792359,0,18937,3697,2871218
26,26,1,3322324921155,3322324921156,3322324921156,3322324940521,3322327916298,3322327919959,3322327919959,1,19365,3661,2998803
27,27,1,3322324921170,3322324921170,3322324921170,3322324941396,3322328044537,3322328048139,3322328048139,0,20226,3602,3126969
28,28,1,3322324921642,3322324921642,3322324921642,3322324941849,3322328172242,3322328175921,3322328175922,0,20207,3679,3254279
29,29,1,3322324921660,3322324921660,3322324921660,3322324942289,3322328300363,3322328304092,3322328304093,0,20629,3729,3382432
30,30,1,3322324921675,3322324921675,3322324921675,3322324943163,3322328428281,3322328431947,3322328431947,0,21488,3666,3510272
31,31,1,3322324921966,3322324921967,3322324921967,3322324943601,3322328556329,3322328560014,3322328560014,1,21634,3685,3638047
32,32,1,3322324922437,3322324922437,3322324922437,3322324944045,3322328684216,3322328687941,3322328687941,0,21608,3725,3765504
33,33,1,3322324922455,3322324922455,3322324922455,3322324944923,3322328812318,3322328815969,3322328815969,0,22468,3651,3893514
34,34,1,3322324922469,3322324922469,3322324922469,3322324945368,3322328940296,3322328944012,3322328944013,0,22899,3716,4021543
35,35,1,3322324922483,3322324922483,3322324922483,3322324945816,3322329068058,3322329071789,3322329071789,0,23333,3731,4149306
36,36,1,3322324922962,3322324922963,3322324922963,3322324946687,3322329196241,3322329199922,3322329199923,1,23724,3681,4276959
37,37,1,3322324922979,3322324922979,3322324922979,3322324947124,3322329324373,3322329328028,3322329328028,0,24145,3655,4405049
38,38,1,3322324922993,3322324922993,3322324922993,3322324947558,3322329452609,3322329456277,3322329456277,0,24565,3668,4533284
39,39,1,3322324923006,3322324923006,3322324923006,3322324948443,3322329580585,3322329584311,3322329584311,0,25437,3726,4661305
40,40,1,3322324923637,3322324923637,3322324923637,3322324948887,3322329708745,3322329712521,3322329712521,0,25250,3776,4788884
41,41,1,3322324923654,3322324923654,3322324923654,3322324949332,3322329839066,3322329842360,3322329842360,0,25678,3294,4918706
42,42,1,3322324923668,3322324923669,3322324923669,3322324950191,3322329969161,3322329972442,3322329972442,1,26522,3281,5048773
43,43,1,3322324923681,3322324923682,3322324923682,3322324950634,3322330099566,3322330103311,3322330103312,1,26952,3745,5179629
44,44,1,3322324924139,3322324924139,3322324924139,3322324951070,3322330229757,3322330233547,3322330233547,0,26931,3790,5309408
45,45,1,3322324924156,3322324924156,3322324924156,3322324951951,3322330360125,3322330363894,3322330363894,0,27795,3769,5439738
46,46,1,3322324924169,3322324924170,3322324924170,3322324952391,3322330509306,3322330512596,3322330512596,1,28221,3290,5588426
47,47,1,3322324924185,3322324924185,3322324924185,3322324952828,3322330639657,3322330643447,3322330643447,0,28643,3790,5719262
48,48,1,3322324924645,3322324924645,3322324924645,3322324953732,3322330770637,3322330774380,3322330774380,0,29087,3743,5849735
49,49,1,3322324924824,3322324924824,3322324924824,3322324954176,3322330901556,3322330905296,3322330905296,0,29352,3740,5980472
50,50,1,3322324924841,3322324924841,3322324924841,3322324954619,3322331031722,3322331035534,3322331035535,0,29778,3812,6110693
51,51,1,3322324924896,3322324924896,3322324924896,3322324955459,3322331162542,3322331166306,3322331166306,0,30563,3764,6241410
52,52,1,3322324925363,3322324925363,3322324925363,3322324955911,3322331292813,3322331296541,3322331296541,0,30548,3728,6371178
