item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322278890302,3322278890303,3322278890303,3322278891055,3322278920621,3322278921627,3322278921628,1,752,1006,31324
1,1,1,3322278890606,3322278890606,3322278890606,3322278891067,3322278948287,3322278949305,3322278949305,0,461,1018,58699
2,2,1,3322278890623,3322278890623,3322278890623,3322278891638,3322278975979,3322278976993,3322278976994,0,1015,1014,86370
3,3,1,3322278890646,3322278890646,3322278890646,3322278891647,3322279003563,3322279004583,3322279004583,0,1001,1020,113937
4,4,1,3322278890832,3322278890833,3322278890833,3322278891653,3322279031323,3322279032343,3322279032344,1,820,1020,141510
5,5,1,3322278890850,3322278890850,3322278890850,3322278892168,3322279059081,3322279060104,3322279060104,0,1318,1023,169254
6,6,1,3322278890862,3322278890863,3322278890863,3322278892177,3322279086790,3322279087810,3322279087810,1,1314,1020,196947
7,7,1,3322278890876,3322278890877,3322278890877,3322278892727,3322279114350,3322279115371,3322279115372,1,1850,1021,224494
8,8,1,3322278891357,3322278891357,3322278891357,3322278892736,3322279142038,3322279143064,3322279143064,0,1379,1026,251707
9,9,1,3322278891375,3322278891375,3322278891375,3322278892744,3322279169840,3322279170853,3322279170853,0,1369,1013,279478
10,10,1,3322278891390,3322278891390,3322278891390,3322278893255,3322279197456,3322279198494,3322279198494,0,1865,1038,307104
11,11,1,3322278891403,3322278891403,3322278891403,3322278893263,3322279224903,3322279225938,3322279225938,0,1860,1035,334535
12,12,1,3322278891937,3322278891937,3322278891937,3322278893271,3322279252655,3322279253652,3322279253652,0,1334,997,361715
13,13,1,3322278891956,3322278891956,3322278891956,3322278893878,3322279280309,3322279281327,3322279281327,0,1922,1018,389371
14,14,1,3322278891971,3322278891972,3322278891972,3322278893888,3322279308114,3322279309133,3322279309133,1,1916,1019,417161
15,15,1,3322278891987,3322278891987,3322278891987,3322278893896,3322279335697,3322279336725,3322279336725,0,1909,1028,444738
16,16,1,3322278892461,3322278892462,3322278892462,3322278894416,3322279363408,3322279364420,3322279364421,1,1954,1012,471958
17,17,1,3322278892480,3322278892480,3322278892480,3322278894426,3322279391102,3322279392119,3322279392119,0,1946,1017,499639
18,18,1,3322278892495,3322278892495,3322278892495,3322278895020,3322279418778,3322279419799,3322279419799,0,2525,1021,527304
