item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322296679797,3322296679797,3322296679797,3322296681374,3322296792641,3322296796262,3322296796262,0,1577,3621,116465
1,1,1,3322296680107,3322296680107,3322296680107,3322296682300,3322296903156,3322296906787,3322296906787,0,2193,3631,226680
2,2,1,3322296680123,3322296680124,3322296680124,3322296683183,3322297013976,3322297017597,3322297017598,1,3059,3621,337473
3,3,1,3322296680320,3322296680320,3322296680320,3322296684072,3322297124652,3322297128270,3322297128270,0,3752,3618,447950
4,4,1,3322296680506,3322296680506,3322296680506,3322296684515,3322297235088,3322297238698,3322297238698,0,4009,3610,558192
5,5,1,3322296680523,3322296680523,3322296680523,3322296685418,3322297345756,3322297349361,3322297349361,0,4895,3605,668838
6,6,1,3322296680537,3322296680537,3322296680537,3322296686341,3322297456299,3322297459922,3322297459922,0,5804,3623,779385
7,7,1,3322296680551,3322296680551,3322296680551,3322296687227,3322297566604,3322297570048,3322297570049,0,6676,3444,889497
8,0,1,3322297570205,3322297570205,3322297570205,3322297571459,3322297681479,3322297684810,3322297684811,0,1254,3331,114605
9,1,1,3322297570317,3322297570317,3322297570317,3322297571470,3322297681643,3322297684811,3322297684811,0,1153,3168,114494
