item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322712761709,3322712761709,3322712761709,3322712772263,3322712799575,3322712800431,3322712800431,0,10554,856,38722
1,1,1,3322712761709,3322712761710,3322712761710,3322712810070,3322712836973,3322712837980,3322712837981,1,48360,1007,76270
2,2,1,3322712761710,3322712761710,3322712761710,3322712847358,3322712874226,3322712875078,3322712875078,0,85648,852,113368
3,3,1,3322712761710,3322712761710,3322712761710,3322712884563,3322712911649,3322712912658,3322712912658,0,122853,1009,150948
4,4,1,3322712761886,3322712761886,3322712761886,3322712922089,3322712949058,3322712950063,3322712950064,0,160203,1005,188177
5,5,1,3322712761886,3322712761886,3322712761886,3322712959530,3322712986373,3322712987377,3322712987377,0,197644,1004,225491
6,6,1,3322712761886,3322712761886,3322712761886,3322712996866,3322713023831,3322713024684,3322713024685,0,234980,853,262798
7,7,1,3322712761886,3322712761886,3322712761886,3322713034281,3322713061235,3322713062252,3322713062253,0,272395,1017,300366
8,8,1,3322712762058,3322712762058,3322712762058,3322713071714,3322713098677,3322713099523,3322713099524,0,309656,846,337465
9,9,1,3322712762058,3322712762058,3322712762058,3322713109121,3322713136200,3322713137179,3322713137179,0,347063,979,375121
10,10,1,3322712762059,3322712762059,3322712762059,3322713146634,3322713173664,3322713174510,3322713174510,0,384575,846,412451
11,11,1,3322712762059,3322712762059,3322712762059,3322713184095,3322713211115,3322713211962,3322713211962,0,422036,847,449903
12,12,1,3322712762229,3322712762229,3322712762229,3322713221647,3322713248772,3322713249599,3322713249600,0,459418,827,487370
13,13,1,3322712762229,3322712762229,3322712762229,3322713259194,3322713286088,3322713286930,3322713286930,0,496965,842,524701
14,14,1,3322712762229,3322712762229,3322712762229,3322713296480,3322713323320,3322713324253,3322713324253,0,534251,933,562024
15,15,1,3322712762229,3322712762230,3322712762230,3322713333688,3322713360786,3322713361729,3322713361730,1,571458,943,599499
16,0,1,3322713361887,3322713361888,3322713361888,3322713372536,3322713399690,3322713400596,3322713400596,1,10648,906,38708
17,1,1,3322713361888,3322713361888,3322713361888,3322713399691,3322713399805,3322713400596,3322713400596,0,37803,791,38708
