item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322713525559,3322713527257,0,0,3322713564780
1,3,3322713525733,3322713527704,0,0,3322713602087
2,4,3322713525905,3322713529939,0,0,3322713639336
3,5,3322713526077,3322713529940,0,0,3322713676994
4,6,3322713526248,3322713529939,0,0,3322713714147
5,7,3322713526418,3322713531658,0,0,3322713751321
6,8,3322713526591,3322713531657,0,0,3322713788743
7,9,3322713526762,3322713531658,0,0,3322713825989
8,10,3322713526933,3322713532940,0,0,3322713863368
9,11,3322713527103,3322713533364,0,0,3322713900565
10,12,3322713527550,3322713534653,0,0,3322713937896
11,13,3322713528001,3322713534651,0,0,3322713975124
12,14,3322713528446,3322713535084,0,0,3322714012458
13,15,3322713528893,3322713535945,0,0,3322714049851
14,0,3322713529336,3322713535946,0,0,3322714086858
15,1,3322713529783,3322713535947,0,0,3322714124311
16,2,3322714124488,3322714125881,0,0,3322714163266
17,3,3322714124643,3322714125107,0,0,3322714163425
