item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322783971868,3322783971869,3322783971869,3322784014027,3322784123120,3322784126633,3322784126633,1,42158,3513,154764
1,1,1,3322783971869,3322783971869,3322783971869,3322784165325,3322784275204,3322784278688,3322784278688,0,193456,3484,306819
2,2,1,3322783971869,3322783971869,3322783971869,3322784317514,3322784426990,3322784430498,3322784430499,0,345645,3508,458629
3,3,1,3322783971869,3322783971870,3322783971870,3322784469341,3322784578214,3322784581562,3322784581563,1,497471,3348,609692
4,4,1,3322783972046,3322783972046,3322783972046,3322784620311,3322784729392,3322784732734,3322784732735,0,648265,3342,760688
5,5,1,3322783972046,3322783972046,3322783972046,3322784771591,3322784880418,3322784883767,3322784883768,0,799545,3349,911721
6,6,1,3322783972046,3322783972046,3322783972046,3322784923890,3322785033194,3322785036524,3322785036525,0,951844,3330,1064478
7,7,1,3322783972046,3322783972046,3322783972046,3322785075109,3322785184133,3322785187478,3322785187478,0,1103063,3345,1215432
8,8,1,3322783972215,3322783972215,3322783972215,3322785225907,3322785335052,3322785338387,3322785338387,0,1253692,3335,1366172
9,9,1,3322783972215,3322783972216,3322783972216,3322785377196,3322785486292,3322785489621,3322785489622,1,1404980,3329,1517405
10,10,1,3322783972216,3322783972216,3322783972216,3322785528263,3322785637393,3322785640775,3322785640775,0,1556047,3382,1668559
11,11,1,3322783972216,3322783972216,3322783972216,3322785680425,3322785789103,3322785792457,3322785792458,0,1708209,3354,1820241
12,12,1,3322783972383,3322783972383,3322783972383,3322785831820,3322785940908,3322785944292,3322785944292,0,1859437,3384,1971909
13,13,1,3322783972383,3322783972383,3322783972383,3322785983553,3322786092854,3322786096207,3322786096208,0,2011170,3353,2123824
14,14,1,3322783972383,3322783972383,3322783972383,3322786135492,3322786244592,3322786247957,3322786247958,0,2163109,3365,2275574
