item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322796249274,3322796253154,0,0,3322796408997
1,3,3322796249497,3322796256247,0,0,3322796559694
2,4,3322796249716,3322796258466,0,0,3322796710378
3,5,3322796249882,3322796261556,0,0,3322796861352
4,24,3322796252841,3322796263785,0,0,3322797010666
5,31,3322796255652,3322796265549,0,0,3322797178272
6,37,3322796258310,3322796269051,0,0,3322797346548
7,44,3322796261399,3322796271238,0,0,3322797517077
8,49,3322796263641,3322796273450,0,0,3322797688219
9,53,3322796265395,3322796276544,0,0,3322797859280
10,60,3322796268451,3322796278310,0,0,3322798027102
11,1,3322796270652,3322796280069,0,0,3322798177605
12,12,3322796273734,3322796283571,0,0,3322798326817
13,17,3322796275944,3322796285348,0,0,3322798476466
14,22,3322796278156,3322796288417,0,0,3322798625718
15,28,3322796280354,3322796291079,0,0,3322798793659
16,35,3322796282974,3322796292866,0,0,3322798961642
17,41,3322796285194,3322796295954,0,0,3322799132118
18,50,3322796288262,3322796298157,0,0,3322799303243
19,56,3322796290481,3322796299947,0,0,3322799470928
20,62,3322796292712,3322796303481,0,0,3322799638831
21,9,3322796295345,3322796305270,0,0,3322799789763
22,15,3322796297562,3322796307041,0,0,3322799939344
23,23,3322796300230,3322796310591,0,0,3322800089007
24,32,3322796302884,3322796312355,0,0,3322800256513
25,39,3322796305115,3322796315873,0,0,3322800424557
26,47,3322796307779,3322796318075,0,0,3322800595315
27,55,3322796309997,3322796319859,0,0,3322800766256
28,63,3322796312201,3322796322972,0,0,3322800934232
29,11,3322796314850,3322796324740,0,0,3322801083962
30,20,3322796317478,3322796326944,0,0,3322801233408
31,29,3322796319703,3322796330424,0,0,3322801401241
32,40,3322796322375,3322796332201,0,0,3322801569351
33,48,3322796324584,3322796334363,0,0,3322801740542
34,58,3322796326789,3322796337471,0,0,3322801908513
35,8,3322796329385,3322796339193,0,0,3322802058864
36,19,3322796332045,3322796341393,0,0,3322802208277
37,30,3322796334207,3322796344948,0,0,3322802375912
38,45,3322796337314,3322796346705,0,0,3322802546532
39,54,3322796339075,3322796349799,0,0,3322802717229
40,7,3322796341675,3322796352019,0,0,3322802868090
41,21,3322796344352,3322796353801,0,0,3322803017674
42,34,3322796346550,3322796357327,0,0,3322803185718
43,51,3322796349204,3322796359501,0,0,3322803356622
44,0,3322796351408,3322796361268,0,0,3322803507329
45,16,3322796353643,3322796364777,0,0,3322803657245
46,38,3322796356728,3322796366440,0,0,3322803824600
47,57,3322796358939,3322796368169,0,0,3322803992188
48,13,3322796361114,3322796371584,0,0,3322804141708
49,33,3322796363767,3322796373658,0,0,3322804309883
50,52,3322796365966,3322796376568,0,0,3322804480714
51,43,3322796368014,3322796378955,0,0,3322804651925
52,10,3322796370915,3322796380866,0,0,3322804802363
53,18,3322796373162,3322796383778,0,0,3322804951655
54,46,3322796375903,3322796386194,0,0,3322805121883
55,25,3322796378291,3322796388079,0,0,3322805271484
56,42,3322796380372,3322796390978,0,0,3322805442065
57,6,3322796383268,3322796393369,0,0,3322805592736
58,61,3322796385355,3322796395238,0,0,3322805760628
59,27,3322796387584,3322796398731,0,0,3322805928275
60,36,3322796390481,3322796400555,0,0,3322806096594
61,14,3322796392874,3322796402355,0,0,3322806246127
62,59,3322796394915,3322796405596,0,0,3322806413949
63,26,3322796397781,3322796406244,0,0,3322806582041
64,2,3322806582269,3322806585273,0,0,3322806736119
65,3,3322806582425,3322806585118,0,0,3322806736280
