item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322693516734,3322693517529,0,0,3322693526828
1,3,3322693516895,3322693517966,0,0,3322693536050
2,4,3322693517054,3322693517967,0,0,3322693545165
3,5,3322693517214,3322693517967,0,0,3322693554302
4,6,3322693517374,3322693518396,0,0,3322693563406
5,7,3322693517809,3322693518396,0,0,3322693572560
6,8,3322693518241,3322693518830,0,0,3322693581556
7,9,3322693518674,3322693519265,0,0,3322693590622
8,10,3322693519108,3322693519692,0,0,3322693599658
9,11,3322693519537,3322693520560,0,0,3322693608792
10,12,3322693519969,3322693520561,0,0,3322693617891
11,13,3322693520406,3322693520993,0,0,3322693627040
12,14,3322693520837,3322693521424,0,0,3322693636200
13,15,3322693521268,3322693521857,0,0,3322693645323
14,16,3322693521702,3322693522290,0,0,3322693654443
15,17,3322693522134,3322693523157,0,0,3322693663450
16,18,3322693522566,3322693523157,0,0,3322693672688
17,19,3322693523001,3322693523587,0,0,3322693681784
18,20,3322693523433,3322693524035,0,0,3322693690799
19,21,3322693523876,3322693524478,0,0,3322693699934
20,22,3322693524321,3322693525985,0,0,3322693708964
21,23,3322693524493,3322693526152,0,0,3322693718008
22,24,3322693524660,3322693525314,0,0,3322693727063
23,25,3322693524826,3322693525984,0,0,3322693736134
24,26,3322693524993,3322693525984,0,0,3322693745182
25,27,3322693525160,3322693526151,0,0,3322693754244
26,28,3322693525327,3322693526152,0,0,3322693763360
27,29,3322693525494,3322693526484,0,0,3322693772385
28,30,3322693525662,3322693526652,0,0,3322693781507
29,31,3322693525829,3322693527258,0,0,3322693790529
30,32,3322693525998,3322693527258,0,0,3322693799672
31,33,3322693526165,3322693527258,0,0,3322693808699
32,34,3322693526331,3322693527697,0,0,3322693817763
33,35,3322693526498,3322693527259,0,0,3322693826890
34,36,3322693526665,3322693527697,0,0,3322693835996
35,37,3322693527103,3322693528134,0,0,3322693844997
36,38,3322693527542,3322693528134,0,0,3322693854053
37,39,3322693527976,3322693528569,0,0,3322693863125
38,40,3322693528413,3322693529002,0,0,3322693872098
39,41,3322693528847,3322693529858,0,0,3322693881241
40,42,3322693529274,3322693529858,0,0,3322693890234
41,43,3322693529703,3322693530719,0,0,3322693899399
42,44,3322693530133,3322693530719,0,0,3322693908445
43,45,3322693530565,3322693531154,0,0,3322693917478
44,46,3322693530998,3322693532012,0,0,3322693926523
45,47,3322693531429,3322693532012,0,0,3322693935562
46,48,3322693531857,3322693532462,0,0,3322693944682
47,49,3322693532306,3322693532894,0,0,3322693953782
48,50,3322693532739,3322693533763,0,0,3322693962852
49,51,3322693533173,3322693533764,0,0,3322693971823
50,52,3322693533608,3322693534259,0,0,3322693980856
51,53,3322693533773,3322693534424,0,0,3322693989884
52,54,3322693533939,3322693534916,0,0,3322693998942
53,55,3322693534103,3322693535081,0,0,3322694007974
54,56,3322693534269,3322693535081,0,0,3322694017082
55,57,3322693534433,3322693535409,0,0,3322694026165
56,58,3322693534598,3322693535572,0,0,3322694035267
57,59,3322693534762,3322693535736,0,0,3322694044245
58,60,3322693534926,3322693536045,0,0,3322694053282
59,61,3322693535091,3322693536479,0,0,3322694062313
60,62,3322693535254,3322693536479,0,0,3322694071360
61,63,3322693535418,3322693536905,0,0,3322694080417
62,0,3322693535582,3322693536905,0,0,3322694089396
63,1,3322693535746,3322693536906,0,0,3322694098555
64,2,3322694098721,3322694099344,0,0,3322694108436
65,3,3322694098878,3322694099033,0,0,3322694108594
