item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322726021994,3322726021995,3322726021995,3322726032602,3322726059951,3322726060813,3322726060813,1,10607,862,38818
1,1,1,3322726021995,3322726021995,3322726021995,3322726070388,3322726097711,3322726098731,3322726098731,0,48393,1020,76736
2,2,1,3322726021995,3322726021995,3322726021995,3322726108169,3322726135234,3322726136084,3322726136084,0,86174,850,114089
3,3,1,3322726021995,3322726021995,3322726021995,3322726145681,3322726172655,3322726173497,3322726173497,0,123686,842,151502
4,4,1,3322726022172,3322726022172,3322726022172,3322726183129,3322726210074,3322726210932,3322726210932,0,160957,858,188760
5,5,1,3322726022173,3322726022173,3322726022173,3322726220542,3322726247478,3322726248328,3322726248328,0,198369,850,226155
6,6,1,3322726022173,3322726022173,3322726022173,3322726257872,3322726285027,3322726285868,3322726285868,0,235699,841,263695
7,7,1,3322726022173,3322726022173,3322726022173,3322726295510,3322726322573,3322726323592,3322726323593,0,273337,1019,301419
8,8,1,3322726022344,3322726022344,3322726022344,3322726332999,3322726359987,3322726360859,3322726360859,0,310655,872,338515
9,9,1,3322726022344,3322726022344,3322726022344,3322726370522,3322726397557,3322726398406,3322726398406,0,348178,849,376062
10,10,1,3322726022344,3322726022344,3322726022344,3322726407924,3322726435003,3322726435844,3322726435845,0,385580,841,413500
11,11,1,3322726022344,3322726022344,3322726022344,3322726445511,3322726472652,3322726473504,3322726473504,0,423167,852,451160
12,12,1,3322726022513,3322726022513,3322726022513,3322726483154,3322726510208,3322726511061,3322726511061,0,460641,853,488548
13,13,1,3322726022513,3322726022513,3322726022513,3322726520644,3322726547704,3322726548562,3322726548563,0,498131,858,526049
14,14,1,3322726022513,3322726022514,3322726022514,3322726558167,3322726585247,3322726586104,3322726586104,1,535653,857,563590
15,15,1,3322726022514,3322726022514,3322726022514,3322726595696,3322726622740,3322726623582,3322726623582,0,573182,842,601068
16,16,1,3322726022682,3322726022682,3322726022682,3322726633249,3322726660273,3322726661125,3322726661125,0,610567,852,638443
17,17,1,3322726022682,3322726022682,3322726022682,3322726670727,3322726697660,3322726698511,3322726698511,0,648045,851,675829
18,18,1,3322726022682,3322726022682,3322726022682,3322726708093,3322726735099,3322726736066,3322726736066,0,685411,967,713384
19,19,1,3322726022682,3322726022683,3322726022683,3322726745507,3322726772474,3322726773317,3322726773317,1,722824,843,750634
20,20,1,3322726022849,3322726022849,3322726022849,3322726782951,3322726809985,3322726810831,3322726810831,0,760102,846,787982
21,21,1,3322726022849,3322726022850,3322726022850,3322726820470,3322726847597,3322726848441,3322726848442,1,797620,844,825591
22,22,1,3322726022850,3322726022850,3322726022850,3322726858061,3322726885140,3322726885993,3322726885993,0,835211,853,863143
23,23,1,3322726022850,3322726022850,3322726022850,3322726895591,3322726922571,3322726923420,3322726923420,0,872741,849,900570
24,24,1,3322726022974,3322726022975,3322726022975,3322726932996,3322726959996,3322726960844,3322726960844,1,910021,848,937869
25,25,1,3322726022975,3322726022975,3322726022975,3322726970468,3322726997529,3322726998389,3322726998389,0,947493,860,975414
26,26,1,3322726022975,3322726022975,3322726022975,3322727008071,3322727035071,3322727035919,3322727035919,0,985096,848,1012944
27,27,1,3322726022975,3322726022975,3322726022975,3322727045491,3322727072554,3322727073393,3322727073394,0,1022516,839,1050418
28,28,1,3322726023140,3322726023141,3322726023141,3322727082994,3322727110087,3322727110936,3322727110936,1,1059853,849,1087795
29,29,1,3322726023141,3322726023141,3322726023141,3322727120600,3322727147557,3322727148401,3322727148401,0,1097459,844,1125260
30,30,1,3322726023141,3322726023141,3322726023141,3322727157991,3322727185109,3322727185960,3322727185960,0,1134850,851,1162819
31,31,1,3322726023141,3322726023141,3322726023141,3322727195563,3322727222681,3322727223529,3322727223529,0,1172422,848,1200388
32,32,1,3322726023307,3322726023307,3322726023307,3322727233137,3322727260265,3322727261107,3322727261108,0,1209830,842,1237800
33,33,1,3322726023307,3322726023308,3322726023308,3322727270865,3322727297883,3322727298734,3322727298734,1,1247557,851,1275426
34,34,1,3322726023308,3322726023308,3322726023308,3322727308437,3322727335461,3322727336314,3322727336314,0,1285129,853,1313006
35,35,1,3322726023308,3322726023308,3322726023308,3322727346066,3322727373163,3322727374015,3322727374016,0,1322758,852,1350707
36,36,1,3322726023474,3322726023474,3322726023474,3322727383782,3322727410736,3322727411588,3322727411588,0,1360308,852,1388114
37,37,1,3322726023474,3322726023474,3322726023474,3322727421345,3322727448492,3322727449346,3322727449346,0,1397871,854,1425872
38,38,1,3322726023474,3322726023475,3322726023475,3322727459105,3322727485938,3322727486780,3322727486781,1,1435630,842,1463305
39,39,1,3322726023475,3322726023475,3322726023475,3322727496403,3322727523301,3322727524157,3322727524158,0,1472928,856,1500682
40,40,1,3322726023641,3322726023641,3322726023641,3322727533890,3322727560842,3322727561703,3322727561703,0,1510249,861,1538062
41,41,1,3322726023641,3322726023641,3322726023641,3322727571414,3322727598453,3322727599311,3322727599311,0,1547773,858,1575670
42,42,1,3322726023641,3322726023641,3322726023641,3322727609016,3322727635870,3322727636716,3322727636716,0,1585375,846,1613075
43,43,1,3322726023641,3322726023641,3322726023641,3322727646429,3322727673869,3322727674723,3322727674724,0,1622788,854,1651082
44,44,1,3322726023807,3322726023807,3322726023807,3322727684503,3322727711470,3322727712324,3322727712325,0,1660696,854,1688517
45,45,1,3322726023807,3322726023807,3322726023807,3322727722020,3322727749226,3322727750237,3322727750238,0,1698213,1011,1726430
46,46,1,3322726023807,3322726023807,3322726023807,3322727759793,3322727786945,3322727787798,3322727787799,0,1735986,853,1763991
47,47,1,3322726023808,3322726023808,3322726023808,3322727797603,3322727824704,3322727825569,3322727825569,0,1773795,865,1801761
48,48,1,3322726024012,3322726024012,3322726024012,3322727835284,3322727862489,3322727863342,3322727863342,0,1811272,853,1839330
49,49,1,3322726024012,3322726024012,3322726024012,3322727873040,3322727899905,3322727900743,3322727900743,0,1849028,838,1876731
50,50,1,3322726024012,3322726024012,3322726024012,3322727910460,3322727937450,3322727938297,3322727938297,0,1886448,847,1914285
51,51,1,3322726024013,3322726024013,3322726024013,3322727948080,3322727975186,3322727976043,3322727976043,0,1924067,857,1952030
52,52,1,3322726024186,3322726024186,3322726024186,3322727985764,3322728012992,3322728013849,3322728013849,0,1961578,857,1989663
53,53,1,3322726024186,3322726024186,3322726024186,3322728023544,3322728050898,3322728051753,3322728051754,0,1999358,855,2027567
54,54,1,3322726024186,3322726024186,3322726024186,3322728061479,3322728088495,3322728089348,3322728089348,0,2037293,853,2065162
55,55,1,3322726024186,3322726024186,3322726024186,3322728099064,3322728126055,3322728126909,3322728126910,0,2074878,854,2102723
56,56,1,3322726024358,3322726024358,3322726024358,3322728136690,3322728163713,3322728164573,3322728164574,0,2112332,860,2140215
57,57,1,3322726024359,3322726024359,3322726024359,3322728174291,3322728201597,3322728202457,3322728202458,0,2149932,860,2178098
58,58,1,3322726024359,3322726024359,3322726024359,3322728212220,3322728239400,3322728240251,3322728240251,0,2187861,851,2215892
59,59,1,3322726024359,3322726024359,3322726024359,3322728249936,3322728277016,3322728277863,3322728277863,0,2225577,847,2253504
60,60,1,3322726024529,3322726024529,3322726024529,3322728287572,3322728314705,3322728315560,3322728315561,0,2263043,855,2291031
61,61,1,3322726024529,3322726024530,3322726024530,3322728325280,3322728352274,3322728353121,3322728353121,1,2300750,847,2328591
62,62,1,3322726024530,3322726024530,3322726024530,3322728362828,3322728390003,3322728390855,3322728390855,0,2338298,852,2366325
63,63,1,3322726024530,3322726024530,3322726024530,3322728400583,3322728427642,3322728428590,3322728428590,0,2376053,948,2404060
64,0,1,3322728428747,3322728428748,3322728428748,3322728439404,3322728466482,3322728467433,3322728467434,1,10656,951,38685
65,1,1,3322728428748,3322728428748,3322728428748,3322728466483,3322728466645,3322728467434,3322728467434,0,37735,789,38686
