item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322728917538,3322728919069,0,0,3322728957647
1,3,3322728917711,3322728919962,0,0,3322728995051
2,4,3322728917884,3322728920861,0,0,3322729032698
3,5,3322728918055,3322728921305,0,0,3322729070344
4,6,3322728918227,3322728923092,0,0,3322729108145
5,7,3322728918398,3322728923092,0,0,3322729145723
6,8,3322728918570,3322728923539,0,0,3322729183471
7,9,3322728918742,3322728924866,0,0,3322729221174
8,10,3322728918914,3322728924866,0,0,3322729258792
9,11,3322728919361,3322728925303,0,0,3322729296479
10,12,3322728919803,3322728927075,0,0,3322729334207
11,13,3322728920253,3322728927075,0,0,3322729371889
12,14,3322728920720,3322728927076,0,0,3322729409552
13,15,3322728921151,3322728928393,0,0,3322729446770
14,16,3322728921594,3322728928837,0,0,3322729484611
15,17,3322728922061,3322728928837,0,0,3322729522393
16,18,3322728922496,3322728930608,0,0,3322729560243
17,19,3322728922936,3322728930608,0,0,3322729597903
18,20,3322728923382,3322728931071,0,0,3322729635622
19,21,3322728923824,3322728932395,0,0,3322729673113
20,22,3322728924265,3322728932395,0,0,3322729710751
21,23,3322728924710,3322728932851,0,0,3322729748177
22,24,3322728925149,3322728934199,0,0,3322729785514
23,25,3322728925581,3322728934198,0,0,3322729823132
24,26,3322728926024,3322728934199,0,0,3322729860930
25,27,3322728926464,3322728935969,0,0,3322729898192
26,28,3322728926920,3322728935969,0,0,3322729935923
27,29,3322728927355,3322728935969,0,0,3322729973632
28,30,3322728927790,3322728937774,0,0,3322730011481
29,32,3322728928680,3322728937774,0,0,3322730049207
30,33,3322728929114,3322728938643,0,0,3322730087121
31,34,3322728929544,3322728939545,0,0,3322730124911
32,36,3322728930452,3322728939546,0,0,3322730162807
33,37,3322728930915,3322728940432,0,0,3322730200421
34,39,3322728931792,3322728940869,0,0,3322730238172
35,40,3322728932240,3322728942205,0,0,3322730275712
36,41,3322728932697,3322728941772,0,0,3322730313484
37,43,3322728933593,3322728943092,0,0,3322730351036
38,44,3322728934043,3322728943092,0,0,3322730388679
39,45,3322728934477,3322728944403,0,0,3322730426421
40,47,3322728935362,3322728944844,0,0,3322730464123
41,48,3322728935811,3322728944844,0,0,3322730501723
42,49,3322728936254,3322728946160,0,0,3322730539729
43,51,3322728937155,3322728946624,0,0,3322730577522
44,52,3322728937619,3322728947072,0,0,3322730615191
45,53,3322728938058,3322728948066,0,0,3322730652794
46,55,3322728938943,3322728948405,0,0,3322730690744
47,56,3322728939391,3322728948405,0,0,3322730728508
48,57,3322728939845,3322728949567,0,0,3322730766267
49,59,3322728940713,3322728950237,0,0,3322730803988
50,60,3322728941176,3322728950236,0,0,3322730841996
51,61,3322728941617,3322728951499,0,0,3322730879898
52,63,3322728942492,3322728951987,0,0,3322730917564
53,0,3322728942937,3322728951986,0,0,3322730955224
54,1,3322728943374,3322728953441,0,0,3322730993050
55,38,3322728944689,3322728953764,0,0,3322731030787
56,42,3322728945127,3322728953764,0,0,3322731068816
57,46,3322728945566,3322728954890,0,0,3322731106511
58,54,3322728946468,3322728955540,0,0,3322731144220
59,58,3322728946917,3322728955540,0,0,3322731181913
60,62,3322728947381,3322728956350,0,0,3322731219761
61,31,3322728947556,3322728956834,0,0,3322731257513
62,50,3322728947909,3322728956834,0,0,3322731295243
63,35,3322728948421,3322728957320,0,0,3322731332863
64,2,3322731333043,3322731334563,0,0,3322731372426
65,3,3322731333198,3322731333664,0,0,3322731372585
