Device_id,event,ddr(KB),hbm(KB),memory(KB),timestamp(us)
2,APP,0.0,18846996.0,18846996.0,1788521953846855.250	
2,APP,0.0,18851212.0,18851212.0,1788521953946831.250	
2,APP,0.0,18851216.0,18851216.0,1788521954046831.250	
2,APP,0.0,18851216.0,18851216.0,1788521954146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521954246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521954346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521954446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521954546831.250	
2,APP,0.0,18851216.0,18851216.0,1788521954646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521954746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521954846831.250	
2,APP,0.0,18851216.0,18851216.0,1788521954946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955146833.250	
2,APP,0.0,18851216.0,18851216.0,1788521955246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521955746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521955846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521955946831.250	
2,APP,0.0,18851216.0,18851216.0,1788521956046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521956146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521956246831.250	
2,APP,0.0,18851216.0,18851216.0,1788521956346831.250	
2,APP,0.0,18851216.0,18851216.0,1788521956446832.250	
2,APP,0.0,18851216.0,18851216.0,1788521956546843.250	
2,APP,0.0,18851216.0,18851216.0,1788521956646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521956746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521956846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521956946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521957046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521957146831.250	
2,APP,0.0,18851216.0,18851216.0,1788521957246832.250	
2,APP,0.0,18851216.0,18851216.0,1788521957346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521957446833.250	
2,APP,0.0,18851216.0,18851216.0,1788521957546832.250	
2,APP,0.0,18851216.0,18851216.0,1788521957646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521957746832.250	
2,APP,0.0,18851216.0,18851216.0,1788521957846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521957946898.250	
2,APP,0.0,18851216.0,18851216.0,1788521958046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521958146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521958246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521958346840.250	
2,APP,0.0,18851216.0,18851216.0,1788521958446836.250	
2,APP,0.0,18851216.0,18851216.0,1788521958546841.250	
2,APP,0.0,18851216.0,18851216.0,1788521958646832.250	
2,APP,0.0,18851216.0,18851216.0,1788521958746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521958846831.250	
2,APP,0.0,18851216.0,18851216.0,1788521958946831.250	
2,APP,0.0,18851216.0,18851216.0,1788521959046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521959746832.250	
2,APP,0.0,18851216.0,18851216.0,1788521959846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521959946831.250	
2,APP,0.0,18851216.0,18851216.0,1788521960046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521960146833.250	
2,APP,0.0,18851216.0,18851216.0,1788521960246832.250	
2,APP,0.0,18851216.0,18851216.0,1788521960346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521960446831.250	
2,APP,0.0,18851216.0,18851216.0,1788521960546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521960646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521960746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521960846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521960946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521961046837.250	
2,APP,0.0,18851216.0,18851216.0,1788521961146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521961246831.250	
2,APP,0.0,18851216.0,18851216.0,1788521961346934.250	
2,APP,0.0,18851216.0,18851216.0,1788521961446832.250	
2,APP,0.0,18851216.0,18851216.0,1788521961546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521961646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521961746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521961846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521961946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962346831.250	
2,APP,0.0,18851216.0,18851216.0,1788521962446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521962746835.250	
2,APP,0.0,18851216.0,18851216.0,1788521962846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521962946829.250	
2,APP,0.0,18851216.0,18851216.0,1788521963046829.250	
2,APP,0.0,18851216.0,18851216.0,1788521963146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521963246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521963346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521963446831.250	
2,APP,0.0,18851216.0,18851216.0,1788521963546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521963646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521963746832.250	
2,APP,0.0,18851216.0,18851216.0,1788521963846829.250	
2,APP,0.0,18851216.0,18851216.0,1788521963946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964146829.250	
2,APP,0.0,18851216.0,18851216.0,1788521964246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521964746867.250	
2,APP,0.0,18851216.0,18851216.0,1788521964846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521964946829.250	
2,APP,0.0,18851216.0,18851216.0,1788521965046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521965146834.250	
2,APP,0.0,18851216.0,18851216.0,1788521965246834.250	
2,APP,0.0,18851216.0,18851216.0,1788521965346836.250	
2,APP,0.0,18851216.0,18851216.0,1788521965446833.250	
2,APP,0.0,18851216.0,18851216.0,1788521965546832.250	
2,APP,0.0,18851216.0,18851216.0,1788521965646835.250	
2,APP,0.0,18851216.0,18851216.0,1788521965746833.250	
2,APP,0.0,18851216.0,18851216.0,1788521965846835.250	
2,APP,0.0,18851216.0,18851216.0,1788521965946835.250	
2,APP,0.0,18851216.0,18851216.0,1788521966046833.250	
2,APP,0.0,18851216.0,18851216.0,1788521966146831.250	
2,APP,0.0,18851216.0,18851216.0,1788521966246831.250	
2,APP,0.0,18851216.0,18851216.0,1788521966346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521966446834.250	
2,APP,0.0,18851216.0,18851216.0,1788521966546833.250	
2,APP,0.0,18851216.0,18851216.0,1788521966646839.250	
2,APP,0.0,18851216.0,18851216.0,1788521966746836.250	
2,APP,0.0,18851216.0,18851216.0,1788521966846833.250	
2,APP,0.0,18851216.0,18851216.0,1788521966946831.250	
2,APP,0.0,18851216.0,18851216.0,1788521967046831.250	
2,APP,0.0,18851216.0,18851216.0,1788521967146831.250	
2,APP,0.0,18851216.0,18851216.0,1788521967246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521967346836.250	
2,APP,0.0,18851216.0,18851216.0,1788521967446831.250	
2,APP,0.0,18851216.0,18851216.0,1788521967546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521967646894.250	
2,APP,0.0,18851216.0,18851216.0,1788521967746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521967846831.250	
2,APP,0.0,18851216.0,18851216.0,1788521967946831.250	
2,APP,0.0,18851216.0,18851216.0,1788521968046831.250	
2,APP,0.0,18851216.0,18851216.0,1788521968146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521968246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521968346858.250	
2,APP,0.0,18851216.0,18851216.0,1788521968446832.250	
2,APP,0.0,18851216.0,18851216.0,1788521968546832.250	
2,APP,0.0,18851216.0,18851216.0,1788521968646832.250	
2,APP,0.0,18851216.0,18851216.0,1788521968746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521968846834.250	
2,APP,0.0,18851216.0,18851216.0,1788521968946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521969046832.250	
2,APP,0.0,18851216.0,18851216.0,1788521969146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521969246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521969346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521969446831.250	
2,APP,0.0,18851216.0,18851216.0,1788521969546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521969646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521969746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521969846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521969946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521970046831.250	
2,APP,0.0,18851216.0,18851216.0,1788521970146833.250	
2,APP,0.0,18851216.0,18851216.0,1788521970246831.250	
2,APP,0.0,18851216.0,18851216.0,1788521970346834.250	
2,APP,0.0,18851216.0,18851216.0,1788521970446844.250	
2,APP,0.0,18851216.0,18851216.0,1788521970546834.250	
2,APP,0.0,18851216.0,18851216.0,1788521970646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521970746863.250	
2,APP,0.0,18851216.0,18851216.0,1788521970846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521970946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521971746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521971846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521971946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521972046831.250	
2,APP,0.0,18851216.0,18851216.0,1788521972146829.250	
2,APP,0.0,18851216.0,18851216.0,1788521972246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521972346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521972446830.250	
2,APP,0.0,18851216.0,18851216.0,1788521972546830.250	
2,APP,0.0,18851216.0,18851216.0,1788521972646831.250	
2,APP,0.0,18851216.0,18851216.0,1788521972746831.250	
2,APP,0.0,18851216.0,18851216.0,1788521972846830.250	
2,APP,0.0,18851216.0,18851216.0,1788521972946830.250	
2,APP,0.0,18851216.0,18851216.0,1788521973046830.250	
2,APP,0.0,18851216.0,18851216.0,1788521973146830.250	
2,APP,0.0,18851216.0,18851216.0,1788521973246830.250	
2,APP,0.0,18851216.0,18851216.0,1788521973346830.250	
2,APP,0.0,18851216.0,18851216.0,1788521973446831.250	
2,APP,0.0,18851216.0,18851216.0,1788521973490539.250	
2,Device,0.0,19120900.0,19120900.0,1788521953847080.250	
2,Device,0.0,19128256.0,19128256.0,1788521953947040.250	
2,Device,0.0,19128256.0,19128256.0,1788521954047032.250	
2,Device,0.0,19128256.0,19128256.0,1788521954147022.250	
2,Device,0.0,19128256.0,19128256.0,1788521954247021.250	
