item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322614802226,3322614802227,3322614802227,3322614804215,3322614915482,3322614919114,3322614919115,1,1988,3632,116887
1,1,1,3322614802569,3322614802569,3322614802569,3322614805169,3322615026421,3322615030038,3322615030039,0,2600,3617,227469
2,2,1,3322614802720,3322614802720,3322614802720,3322614806066,3322615137562,3322615141191,3322615141191,0,3346,3629,338471
3,3,1,3322614802734,3322614802734,3322614802734,3322614806971,3322615248837,3322615252456,3322615252456,0,4237,3619,449722
4,4,1,3322614802925,3322614802926,3322614802926,3322614807918,3322615359976,3322615363610,3322615363610,1,4992,3634,560684
5,5,1,3322614802942,3322614802942,3322614802942,3322614808357,3322615471002,3322615474630,3322615474630,0,5415,3628,671688
6,6,1,3322614802956,3322614802956,3322614802956,3322614809259,3322615581996,3322615585623,3322615585624,0,6303,3627,782667
7,7,1,3322614802973,3322614802974,3322614802974,3322614810157,3322615692695,3322615696013,3322615696013,1,7183,3318,893039
8,0,1,3322615696170,3322615696170,3322615696170,3322615697811,3322615808436,3322615811812,3322615811813,0,1641,3376,115642
9,1,1,3322615696277,3322615696277,3322615696277,3322615697825,3322615808604,3322615811813,3322615811813,0,1548,3209,115536
