item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322621894864,3322621894865,3322621894865,3322621896869,3322622008415,3322622011988,3322622011988,1,2004,3573,117123
1,1,1,3322621895199,3322621895199,3322621895199,3322621897808,3322622119131,3322622122750,3322622122750,0,2609,3619,227551
2,2,1,3322621895371,3322621895371,3322621895371,3322621898746,3322622229850,3322622233465,3322622233465,0,3375,3615,338094
3,3,1,3322621895383,3322621895383,3322621895383,3322621899633,3322622340820,3322622344434,3322622344435,0,4250,3614,449051
4,4,1,3322621895574,3322621895574,3322621895574,3322621900599,3322622451731,3322622455341,3322622455341,0,5025,3610,559767
5,5,1,3322621895592,3322621895592,3322621895592,3322621901069,3322622562679,3322622566301,3322622566301,0,5477,3622,670709
6,6,1,3322621895606,3322621895607,3322621895607,3322621901993,3322622673926,3322622677548,3322622677548,1,6386,3622,781941
7,7,1,3322621895624,3322621895624,3322621895624,3322621902897,3322622784558,3322622788180,3322622788180,0,7273,3622,892556
8,8,1,3322621895800,3322621895801,3322621895801,3322621903365,3322622894723,3322622898308,3322622898308,1,7564,3585,1002507
9,9,1,3322621895815,3322621895815,3322621895815,3322621904270,3322623005188,3322623008799,3322623008800,0,8455,3611,1112984
10,10,1,3322621895830,3322621895830,3322621895830,3322621905186,3322623115798,3322623119395,3322623119396,0,9356,3597,1223565
11,11,1,3322621895844,3322621895844,3322621895844,3322621906092,3322623225344,3322623228995,3322623228996,0,10248,3651,1333151
12,12,1,3322621896220,3322621896220,3322621896220,3322621906563,3322623334988,3322623338573,3322623338573,0,10343,3585,1442353
13,13,1,3322621896236,3322621896236,3322621896236,3322621907461,3322623444776,3322623448400,3322623448400,0,11225,3624,1552164
14,14,1,3322621896249,3322621896249,3322621896249,3322621908367,3322623554227,3322623557844,3322623557844,0,12118,3617,1661595
15,15,1,3322621896262,3322621896262,3322621896262,3322621909274,3322623664014,3322623667375,3322623667375,0,13012,3361,1771113
16,0,1,3322623667487,3322623667488,3322623667488,3322623669172,3322623779727,3322623783098,3322623783098,1,1684,3371,115610
17,1,1,3322623667595,3322623667596,3322623667596,3322623669184,3322623779891,3322623783098,3322623783098,1,1588,3207,115502
