item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322269627022,3322269627022,3322269627022,3322269627795,3322269655557,3322269656577,3322269656577,0,773,1020,29555
1,1,1,3322269627346,3322269627346,3322269627346,3322269627808,3322269683566,3322269684590,3322269684590,0,462,1024,57244
2,2,1,3322269627362,3322269627362,3322269627362,3322269628350,3322269711192,3322269712205,3322269712205,0,988,1013,84843
3,3,1,3322269627385,3322269627385,3322269627385,3322269628359,3322269738742,3322269739759,3322269739760,0,974,1017,112374
4,4,1,3322269627576,3322269627576,3322269627576,3322269628870,3322269766406,3322269767425,3322269767426,0,1294,1019,139849
5,5,1,3322269627593,3322269627593,3322269627593,3322269628878,3322269793949,3322269794972,3322269794973,0,1285,1023,167379
6,6,1,3322269627607,3322269627607,3322269627607,3322269628886,3322269821456,3322269822523,3322269822523,0,1279,1067,194916
7,7,1,3322269627621,3322269627621,3322269627621,3322269629323,3322269849146,3322269850173,3322269850174,0,1702,1027,222552
8,8,1,3322269628112,3322269628112,3322269628112,3322269629332,3322269876829,3322269877857,3322269877857,0,1220,1028,249745
9,9,1,3322269628130,3322269628130,3322269628130,3322269629775,3322269904475,3322269905470,3322269905471,0,1645,995,277340
10,10,1,3322269628143,3322269628144,3322269628144,3322269629786,3322269932043,3322269933055,3322269933055,1,1642,1012,304911
11,11,1,3322269628157,3322269628157,3322269628157,3322269630226,3322269959657,3322269960673,3322269960673,0,2069,1016,332516
12,12,1,3322269628643,3322269628643,3322269628643,3322269630234,3322269987298,3322269988320,3322269988321,0,1591,1022,359677
13,13,1,3322269628661,3322269628661,3322269628661,3322269630241,3322270014830,3322270015825,3322270015825,0,1580,995,387164
14,14,1,3322269628676,3322269628676,3322269628676,3322269630688,3322270042377,3322270043390,3322270043390,0,2012,1013,414714
15,15,1,3322269628691,3322269628691,3322269628691,3322269630693,3322270069943,3322270070842,3322270070843,0,2002,899,442151
16,0,1,3322270071000,3322270071000,3322270071000,3322270071439,3322270098767,3322270099679,3322270099679,0,439,912,28679
17,1,1,3322270071091,3322270071091,3322270071091,3322270071449,3322270098933,3322270099680,3322270099680,0,358,747,28589
