item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322270224176,3322270226207,3322270253750,3322270254134,3322270254143
1,3,3322270224352,3322270226653,3322270281644,3322270281999,3322270282007
2,4,3322270224527,3322270227542,3322270309388,3322270309736,3322270309744
3,5,3322270224701,3322270228416,3322270337216,3322270337565,3322270337572
4,6,3322270224875,3322270228417,3322270365070,3322270365413,3322270365420
5,7,3322270225049,3322270230128,3322270392917,3322270393263,3322270393270
6,8,3322270225222,3322270230985,3322270420741,3322270421086,3322270421093
7,9,3322270225396,3322270230129,3322270448580,3322270448934,3322270448942
8,10,3322270225571,3322270231844,3322270476370,3322270476683,3322270476690
9,11,3322270225703,3322270232709,3322270504025,3322270504376,3322270504384
10,12,3322270225876,3322270233140,3322270531785,3322270532136,3322270532143
11,13,3322270226051,3322270234441,3322270559664,3322270560014,3322270560022
12,14,3322270226496,3322270234007,3322270587461,3322270587796,3322270587802
13,15,3322270226940,3322270234442,3322270615171,3322270615519,3322270615525
14,0,3322270227385,3322270234871,3322270643024,3322270643372,3322270643380
15,1,3322270227831,3322270234872,3322270671061,3322270671410,3322270671417
16,2,3322270671600,3322270672856,3322270700133,3322270700452,3322270700460
17,3,3322270671758,3322270672388,3322270700468,3322270700637,3322270700642
