# started on Thu Sep 10 01:05:52 2026

480.55,msec,task-clock,480548040,100.00,0.321,CPUs utilized
164,,context-switches,480548040,100.00,0.341,K/sec
0,,cpu-migrations,480548040,100.00,0.000,K/sec
3768,,page-faults,480548040,100.00,0.008,M/sec
1248884772,,cycles,480874960,100.00,2.599,GHz
1527566701,,instructions,480874960,100.00,1.22,insn per cycle
<not supported>,,branches,0,100.00,,
734281,,branch-misses,480874960,100.00,,
