item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322431159605,3322431162924,0,0,3322431315432
1,3,3322431159825,3322431166004,0,0,3322431465260
2,4,3322431160043,3322431169531,0,0,3322431616046
3,5,3322431160213,3322431171305,0,0,3322431766941
4,21,3322431162770,3322431174386,0,0,3322431916339
5,28,3322431165847,3322431177015,0,0,3322432084386
6,7,3322431168930,3322431178792,0,0,3322432234677
7,12,3322431171149,3322431182310,0,0,3322432384072
8,18,3322431173795,3322431184079,0,0,3322432533401
9,25,3322431176421,3322431185848,0,0,3322432683047
10,31,3322431178637,3322431188930,0,0,3322432850352
11,11,3322431181713,3322431191147,0,0,3322432999917
12,17,3322431183921,3322431193338,0,0,3322433149125
13,24,3322431186132,3322431196414,0,0,3322433298427
14,1,3322431188774,3322431198586,0,0,3322433449280
15,13,3322431190993,3322431202153,0,0,3322433598763
16,22,3322431193623,3322431203935,0,0,3322433748448
17,30,3322431195822,3322431207449,0,0,3322433916255
18,14,3322431198431,3322431209226,0,0,3322434065944
19,26,3322431201105,3322431210957,0,0,3322434233927
20,8,3322431203338,3322431214918,0,0,3322434384307
21,20,3322431205962,3322431216223,0,0,3322434533316
22,6,3322431208175,3322431218388,0,0,3322434683689
23,23,3322431210801,3322431221944,0,0,3322434832879
24,10,3322431212993,3322431223705,0,0,3322434983381
25,0,3322431215647,3322431225926,0,0,3322435134028
26,27,3322431217796,3322431229456,0,0,3322435301762
27,9,3322431220876,3322431230790,0,0,3322435451962
28,29,3322431222675,3322431232961,0,0,3322435619508
29,19,3322431225330,3322431236836,0,0,3322435769381
30,16,3322431227964,3322431237700,0,0,3322435918962
31,15,3322431230185,3322431239001,0,0,3322436068253
32,2,3322436068482,3322436071680,0,0,3322436222390
33,3,3322436068640,3322436071092,0,0,3322436222551
