item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322355566805,3322355566805,3322355566805,3322355569465,3322355576131,3322355576470,3322355576471,0,2660,339,9665
1,1,1,3322355566805,3322355566806,3322355566806,3322355578595,3322355585278,3322355585618,3322355585618,1,11789,340,18812
2,2,1,3322355566806,3322355566806,3322355566806,3322355587747,3322355594409,3322355594748,3322355594748,0,20941,339,27942
3,3,1,3322355566806,3322355566806,3322355566806,3322355596861,3322355603544,3322355603883,3322355603884,0,30055,339,37077
4,4,1,3322355566978,3322355566978,3322355566978,3322355606039,3322355612704,3322355613040,3322355613041,0,39061,336,46062
5,5,1,3322355566978,3322355566978,3322355566978,3322355615143,3322355621761,3322355622059,3322355622060,0,48165,298,55081
6,6,1,3322355566978,3322355566978,3322355566978,3322355624172,3322355630812,3322355631150,3322355631150,0,57194,338,64172
7,7,1,3322355566978,3322355566978,3322355566978,3322355633304,3322355639986,3322355640324,3322355640324,0,66326,338,73346
8,8,1,3322355567145,3322355567145,3322355567145,3322355642475,3322355649054,3322355649356,3322355649356,0,75330,302,82211
9,9,1,3322355567146,3322355567146,3322355567146,3322355651467,3322355658359,3322355658694,3322355658695,0,84321,335,91548
10,10,1,3322355567146,3322355567146,3322355567146,3322355660802,3322355667484,3322355667822,3322355667822,0,93656,338,100676
11,11,1,3322355567146,3322355567146,3322355567146,3322355669974,3322355676549,3322355676850,3322355676850,0,102828,301,109704
12,12,1,3322355567312,3322355567312,3322355567312,3322355679040,3322355685717,3322355686054,3322355686054,0,111728,337,118742
13,13,1,3322355567312,3322355567312,3322355567312,3322355688184,3322355694813,3322355695151,3322355695151,0,120872,338,127839
14,14,1,3322355567312,3322355567312,3322355567312,3322355697300,3322355704012,3322355704351,3322355704351,0,129988,339,137039
15,15,1,3322355567312,3322355567312,3322355567312,3322355706514,3322355713094,3322355713413,3322355713413,0,139202,319,146101
16,0,1,3322355713569,3322355713570,3322355713570,3322355716193,3322355722773,3322355723057,3322355723057,1,2623,284,9487
17,1,1,3322355713570,3322355713570,3322355713570,3322355722774,3322355722900,3322355723057,3322355723058,0,9204,157,9487
