item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322688146737,3322688147691,0,0,3322688156999
1,3,3322688146900,3322688148134,0,0,3322688166115
2,4,3322688147059,3322688148134,0,0,3322688175241
3,5,3322688147219,3322688148134,0,0,3322688184301
4,6,3322688147378,3322688148567,0,0,3322688193398
5,7,3322688147537,3322688148567,0,0,3322688202467
6,8,3322688147975,3322688148999,0,0,3322688211592
7,9,3322688148412,3322688148999,0,0,3322688220651
8,10,3322688148844,3322688149433,0,0,3322688229690
9,11,3322688149277,3322688149864,0,0,3322688238829
10,12,3322688149709,3322688150304,0,0,3322688247961
11,13,3322688150149,3322688151166,0,0,3322688257084
12,14,3322688150578,3322688151167,0,0,3322688266208
13,15,3322688151012,3322688151603,0,0,3322688275332
14,16,3322688151447,3322688152035,0,0,3322688284461
15,17,3322688151881,3322688152497,0,0,3322688293630
16,18,3322688152339,3322688152930,0,0,3322688302763
17,19,3322688152774,3322688153789,0,0,3322688311812
18,20,3322688153209,3322688154221,0,0,3322688320944
19,21,3322688153634,3322688154222,0,0,3322688330077
20,22,3322688154064,3322688154661,0,0,3322688339151
21,23,3322688154505,3322688155163,0,0,3322688348219
22,24,3322688154673,3322688155497,0,0,3322688357197
23,25,3322688154842,3322688156000,0,0,3322688366239
24,26,3322688155009,3322688155833,0,0,3322688375282
25,27,3322688155176,3322688156172,0,0,3322688384328
26,28,3322688155342,3322688156503,0,0,3322688393319
27,29,3322688155510,3322688156504,0,0,3322688402369
28,30,3322688155678,3322688156666,0,0,3322688411436
29,31,3322688155845,3322688156666,0,0,3322688420520
30,0,3322688156013,3322688156829,0,0,3322688429586
31,1,3322688156186,3322688156992,0,0,3322688438748
32,2,3322688438905,3322688439523,0,0,3322688448553
33,3,3322688439060,3322688439214,0,0,3322688448712
