item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322756957806,3322756957807,3322756957807,3322756999872,3322757109383,3322757112884,3322757112884,1,42065,3501,155077
1,1,1,3322756957807,3322756957807,3322756957807,3322757151620,3322757261042,3322757264399,3322757264400,0,193813,3357,306592
2,2,1,3322756957807,3322756957807,3322756957807,3322757303419,3322757412200,3322757415692,3322757415692,0,345612,3492,457885
3,3,1,3322756957807,3322756957807,3322756957807,3322757454517,3322757563916,3322757567418,3322757567419,0,496710,3502,609611
4,4,1,3322756957983,3322756957983,3322756957983,3322757606162,3322757715479,3322757718962,3322757718962,0,648179,3483,760979
5,5,1,3322756957983,3322756957984,3322756957984,3322757757483,3322757866779,3322757870278,3322757870279,1,799499,3499,912294
6,6,1,3322756957984,3322756957984,3322756957984,3322757908907,3322758018323,3322758021840,3322758021841,0,950923,3517,1063856
7,7,1,3322756957984,3322756957984,3322756957984,3322758060357,3322758169260,3322758172605,3322758172605,0,1102373,3345,1214621
8,8,1,3322756958157,3322756958158,3322756958158,3322758211070,3322758320249,3322758323704,3322758323704,1,1252912,3455,1365546
9,9,1,3322756958158,3322756958158,3322756958158,3322758362220,3322758471158,3322758474629,3322758474629,0,1404062,3471,1516471
10,10,1,3322756958158,3322756958158,3322756958158,3322758513115,3322758622439,3322758625806,3322758625807,0,1554957,3367,1667648
11,11,1,3322756958158,3322756958159,3322756958159,3322758665236,3322758774034,3322758777390,3322758777390,1,1707077,3356,1819231
12,12,1,3322756958329,3322756958329,3322756958329,3322758816674,3322758925834,3322758929190,3322758929190,0,1858345,3356,1970861
13,13,1,3322756958329,3322756958329,3322756958329,3322758968565,3322759078136,3322759081495,3322759081495,0,2010236,3359,2123166
14,14,1,3322756958329,3322756958329,3322756958329,3322759120884,3322759230229,3322759233578,3322759233579,0,2162555,3349,2275249
15,15,1,3322756958329,3322756958329,3322756958329,3322759272963,3322759382100,3322759385508,3322759385509,0,2314634,3408,2427179
16,0,1,3322759385667,3322759385667,3322759385667,3322759427836,3322759537582,3322759540998,3322759540998,0,42169,3416,155331
17,1,1,3322759385668,3322759385668,3322759385668,3322759537583,3322759537746,3322759540998,3322759540998,0,151915,3252,155330
