# started on Thu Sep 10 01:05:47 2026

65.32,msec,task-clock,65321260,100.00,0.059,CPUs utilized
376,,context-switches,65321260,100.00,0.006,M/sec
0,,cpu-migrations,65321260,100.00,0.000,K/sec
3264,,page-faults,65321260,100.00,0.050,M/sec
168879911,,cycles,65822490,100.00,2.585,GHz
109127345,,instructions,65822490,100.00,0.65,insn per cycle
<not supported>,,branches,0,100.00,,
335260,,branch-misses,65822490,100.00,,
