item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322248556677,3322248556677,3322248556677,3322248557178,3322248564282,3322248564872,3322248564872,0,501,590,8195
1,1,1,3322248556923,3322248556923,3322248556923,3322248557187,3322248571225,3322248571810,3322248571810,0,264,585,14887
2,2,1,3322248556943,3322248556943,3322248556943,3322248557191,3322248578141,3322248578730,3322248578730,0,248,589,21787
3,3,1,3322248556995,3322248556995,3322248556995,3322248557196,3322248585082,3322248585669,3322248585669,0,201,587,28674
4,4,1,3322248557478,3322248557478,3322248557478,3322248557689,3322248591958,3322248592550,3322248592551,0,211,592,35072
5,5,1,3322248557493,3322248557493,3322248557493,3322248557698,3322248598904,3322248599496,3322248599497,0,205,592,42003
6,6,1,3322248557503,3322248557503,3322248557503,3322248557706,3322248605834,3322248606418,3322248606418,0,203,584,48915
7,7,1,3322248557514,3322248557514,3322248557514,3322248558262,3322248612753,3322248613344,3322248613344,0,748,591,55830
8,8,1,3322248558014,3322248558015,3322248558015,3322248558271,3322248619624,3322248620212,3322248620213,1,256,588,62197
9,9,1,3322248558032,3322248558032,3322248558032,3322248558278,3322248626474,3322248627061,3322248627062,0,246,587,69029
10,10,1,3322248558043,3322248558044,3322248558044,3322248558282,3322248633417,3322248634011,3322248634011,1,238,594,75967
11,11,1,3322248558081,3322248558081,3322248558081,3322248558287,3322248640360,3322248640953,3322248640953,0,206,593,82872
12,12,1,3322248558565,3322248558566,3322248558566,3322248558777,3322248647561,3322248648153,3322248648153,1,211,592,89587
13,13,1,3322248558580,3322248558580,3322248558580,3322248558786,3322248654524,3322248655112,3322248655112,0,206,588,96532
14,14,1,3322248558590,3322248558590,3322248558590,3322248558793,3322248661362,3322248661971,3322248661971,0,203,609,103381
15,15,1,3322248558600,3322248558600,3322248558600,3322248559242,3322248668312,3322248668626,3322248668626,0,642,314,110026
16,0,1,3322248668782,3322248668783,3322248668783,3322248669018,3322248675744,3322248676065,3322248676065,1,235,321,7282
17,1,1,3322248668837,3322248668837,3322248668837,3322248669026,3322248675908,3322248676065,3322248676065,0,189,157,7228
