item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322248711026,3322248711671,3322248718493,3322248718691,3322248718698
1,3,3322248711190,3322248712108,3322248725440,3322248725621,3322248725627
2,4,3322248711353,3322248712550,3322248732403,3322248732584,3322248732591
3,5,3322248711515,3322248712549,3322248739359,3322248739538,3322248739543
4,6,3322248711951,3322248712550,3322248746355,3322248746538,3322248746544
5,7,3322248712393,3322248712986,3322248753304,3322248753483,3322248753489
6,8,3322248712828,3322248713862,3322248760195,3322248760374,3322248760380
7,9,3322248713269,3322248713862,3322248767093,3322248767272,3322248767277
8,10,3322248713700,3322248714300,3322248773987,3322248774165,3322248774170
9,11,3322248714142,3322248714738,3322248780904,3322248781076,3322248781081
10,12,3322248714580,3322248715172,3322248787829,3322248788008,3322248788014
11,13,3322248715013,3322248715607,3322248794666,3322248794841,3322248794847
12,14,3322248715449,3322248716472,3322248801571,3322248801750,3322248801756
13,15,3322248715884,3322248716473,3322248808487,3322248808666,3322248808672
14,0,3322248716316,3322248716903,3322248815340,3322248815520,3322248815526
15,1,3322248716745,3322248717330,3322248822297,3322248822477,3322248822483
16,2,3322248822649,3322248823124,3322248829718,3322248829899,3322248829905
17,3,3322248822808,3322248822964,3322248829913,3322248830085,3322248830090
