item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322384164666,3322384166186,0,0,3322384203905
1,3,3322384164840,3322384167079,0,0,3322384241288
2,4,3322384165011,3322384167966,0,0,3322384278343
3,5,3322384165182,3322384168410,0,0,3322384315679
4,6,3322384165355,3322384169299,0,0,3322384353106
5,7,3322384165527,3322384170190,0,0,3322384390343
6,8,3322384165690,3322384171068,0,0,3322384427506
7,9,3322384165861,3322384171508,0,0,3322384465005
8,10,3322384166032,3322384173264,0,0,3322384502309
9,11,3322384166480,3322384172389,0,0,3322384539777
10,12,3322384166924,3322384173264,0,0,3322384577156
11,13,3322384167368,3322384173705,0,0,3322384614479
12,14,3322384167812,3322384174141,0,0,3322384651928
13,15,3322384168255,3322384175018,0,0,3322384689523
14,16,3322384168697,3322384175455,0,0,3322384727007
15,17,3322384169139,3322384175898,0,0,3322384764461
16,18,3322384169587,3322384176772,0,0,3322384802050
17,19,3322384170033,3322384177656,0,0,3322384839174
18,20,3322384170472,3322384178532,0,0,3322384876162
19,21,3322384170912,3322384178963,0,0,3322384913372
20,22,3322384171352,3322384180243,0,0,3322384950750
21,23,3322384171793,3322384180243,0,0,3322384988368
22,24,3322384172232,3322384180669,0,0,3322385025696
23,25,3322384172671,3322384181095,0,0,3322385063060
24,26,3322384173105,3322384182385,0,0,3322385100385
25,27,3322384173549,3322384182386,0,0,3322385137889
26,28,3322384173983,3322384182814,0,0,3322385175336
27,29,3322384174425,3322384184091,0,0,3322385212770
28,30,3322384174862,3322384184093,0,0,3322385250175
29,31,3322384175301,3322384184951,0,0,3322385287553
30,0,3322384175742,3322384184951,0,0,3322385324871
31,1,3322384176181,3322384184952,0,0,3322385362199
32,2,3322385362378,3322385363616,0,0,3322385400789
33,3,3322385362533,3322385363000,0,0,3322385400948
