item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322382694107,3322382694108,3322382694108,3322382704581,3322382731782,3322382732636,3322382732636,1,10473,854,38528
1,1,1,3322382694108,3322382694108,3322382694108,3322382742167,3322382769250,3322382770266,3322382770267,0,48059,1016,76158
2,2,1,3322382694108,3322382694109,3322382694109,3322382779524,3322382806558,3322382807569,3322382807569,1,85415,1011,113460
3,3,1,3322382694109,3322382694109,3322382694109,3322382816820,3322382843672,3322382844512,3322382844512,0,122711,840,150403
4,4,1,3322382694283,3322382694283,3322382694283,3322382853945,3322382880746,3322382881716,3322382881716,0,159662,970,187433
5,5,1,3322382694284,3322382694284,3322382694284,3322382891077,3322382918183,3322382919036,3322382919037,0,196793,853,224752
6,6,1,3322382694284,3322382694284,3322382694284,3322382928552,3322382955579,3322382956587,3322382956587,0,234268,1008,262303
7,7,1,3322382694284,3322382694284,3322382694284,3322382965890,3322382992853,3322382993865,3322382993865,0,271606,1012,299581
8,8,1,3322382694456,3322382694456,3322382694456,3322383003182,3322383030228,3322383031240,3322383031240,0,308726,1012,336784
9,9,1,3322382694456,3322382694457,3322382694457,3322383040583,3322383067655,3322383068488,3322383068488,1,346126,833,374031
10,10,1,3322382694457,3322382694457,3322382694457,3322383078038,3322383105061,3322383106089,3322383106089,0,383581,1028,411632
11,11,1,3322382694457,3322382694457,3322382694457,3322383115415,3322383142358,3322383143195,3322383143196,0,420958,837,448738
12,12,1,3322382694626,3322382694626,3322382694626,3322383152714,3322383179778,3322383180780,3322383180781,0,458088,1002,486154
13,13,1,3322382694626,3322382694626,3322382694626,3322383190049,3322383217021,3322383218023,3322383218023,0,495423,1002,523397
14,14,1,3322382694626,3322382694626,3322382694626,3322383227339,3322383254449,3322383255450,3322383255451,0,532713,1001,560824
15,15,1,3322382694627,3322382694627,3322382694627,3322383264833,3322383291837,3322383292807,3322383292807,0,570206,970,598180
16,16,1,3322382694796,3322382694796,3322382694796,3322383302127,3322383329239,3322383330073,3322383330073,0,607331,834,635277
17,17,1,3322382694796,3322382694796,3322382694796,3322383339552,3322383366513,3322383367353,3322383367353,0,644756,840,672557
18,18,1,3322382694796,3322382694797,3322382694797,3322383376743,3322383403588,3322383404437,3322383404437,1,681946,849,709640
19,19,1,3322382694797,3322382694797,3322382694797,3322383413915,3322383441007,3322383441854,3322383441854,0,719118,847,747057
20,20,1,3322382694965,3322382694965,3322382694965,3322383451324,3322383478440,3322383479284,3322383479285,0,756359,844,784319
21,21,1,3322382694965,3322382694965,3322382694965,3322383488767,3322383515883,3322383516724,3322383516724,0,793802,841,821759
22,22,1,3322382694966,3322382694966,3322382694966,3322383526269,3322383553286,3322383554133,3322383554133,0,831303,847,859167
23,23,1,3322382694966,3322382694966,3322382694966,3322383563666,3322383590696,3322383591545,3322383591545,0,868700,849,896579
24,24,1,3322382695138,3322382695138,3322382695138,3322383601063,3322383628121,3322383628956,3322383628956,0,905925,835,933818
25,25,1,3322382695138,3322382695138,3322382695138,3322383638350,3322383665676,3322383666518,3322383666518,0,943212,842,971380
26,26,1,3322382695138,3322382695138,3322382695138,3322383675947,3322383702985,3322383703824,3322383703824,0,980809,839,1008686
27,27,1,3322382695138,3322382695138,3322382695138,3322383713339,3322383740351,3322383741195,3322383741196,0,1018201,844,1046057
28,28,1,3322382695305,3322382695305,3322382695305,3322383750645,3322383777782,3322383778634,3322383778634,0,1055340,852,1083329
29,29,1,3322382695305,3322382695305,3322382695305,3322383788059,3322383814965,3322383815810,3322383815810,0,1092754,845,1120505
30,30,1,3322382695305,3322382695305,3322382695305,3322383825243,3322383852199,3322383853038,3322383853038,0,1129938,839,1157733
31,31,1,3322382695305,3322382695306,3322382695306,3322383862464,3322383889446,3322383890364,3322383890364,1,1167158,918,1195058
32,0,1,3322383890521,3322383890521,3322383890521,3322383900996,3322383928160,3322383929111,3322383929111,0,10475,951,38590
33,1,1,3322383890521,3322383890521,3322383890521,3322383928161,3322383928324,3322383929111,3322383929111,0,37640,787,38590
