item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322440820080,3322440820081,3322440820081,3322440861873,3322440971425,3322440974898,3322440974898,1,41792,3473,154817
1,1,1,3322440820081,3322440820081,3322440820081,3322441013203,3322441122002,3322441125576,3322441125576,0,193122,3574,305495
2,2,1,3322440820081,3322440820081,3322440820081,3322441163450,3322441272112,3322441275451,3322441275452,0,343369,3339,455370
3,3,1,3322440820081,3322440820081,3322440820081,3322441313849,3322441423155,3322441426646,3322441426646,0,493768,3491,606565
4,4,1,3322440820257,3322440820257,3322440820257,3322441464757,3322441573843,3322441577302,3322441577302,0,644500,3459,757045
5,5,1,3322440820257,3322440820257,3322440820257,3322441615554,3322441724940,3322441728272,3322441728273,0,795297,3332,908015
6,6,1,3322440820257,3322440820257,3322440820257,3322441766591,3322441875554,3322441878879,3322441878880,0,946334,3325,1058622
7,7,1,3322440820257,3322440820257,3322440820257,3322441917360,3322442026662,3322442030007,3322442030007,0,1097103,3345,1209750
8,8,1,3322440820429,3322440820429,3322440820429,3322442068201,3322442176917,3322442180245,3322442180245,0,1247772,3328,1359816
9,9,1,3322440820429,3322440820429,3322440820429,3322442218660,3322442327550,3322442330871,3322442330871,0,1398231,3321,1510442
10,10,1,3322440820429,3322440820429,3322440820429,3322442369122,3322442478116,3322442481483,3322442481484,0,1548693,3367,1661054
11,11,1,3322440820429,3322440820429,3322440820429,3322442520757,3322442629253,3322442632589,3322442632589,0,1700328,3336,1812160
12,12,1,3322440820597,3322440820597,3322440820597,3322442672027,3322442780635,3322442783993,3322442783993,0,1851430,3358,1963396
13,13,1,3322440820597,3322440820597,3322440820597,3322442823085,3322442932086,3322442935415,3322442935415,0,2002488,3329,2114818
14,14,1,3322440820597,3322440820597,3322440820597,3322442974595,3322443083284,3322443086660,3322443086660,0,2153998,3376,2266063
15,15,1,3322440820597,3322440820598,3322440820598,3322443125938,3322443235122,3322443238474,3322443238474,1,2305340,3352,2417876
16,16,1,3322440820763,3322440820763,3322440820763,3322443277716,3322443386725,3322443390107,3322443390108,0,2456953,3382,2569344
17,17,1,3322440820764,3322440820764,3322440820764,3322443429306,3322443537887,3322443541250,3322443541250,0,2608542,3363,2720486
18,18,1,3322440820764,3322440820764,3322440820764,3322443580408,3322443689349,3322443692690,3322443692691,0,2759644,3341,2871926
19,19,1,3322440820764,3322440820764,3322440820764,3322443731765,3322443839951,3322443843263,3322443843263,0,2911001,3312,3022499
20,20,1,3322440820929,3322440820929,3322440820929,3322443882355,3322443990978,3322443994320,3322443994320,0,3061426,3342,3173391
21,21,1,3322440820929,3322440820929,3322440820929,3322444033435,3322444142368,3322444145718,3322444145719,0,3212506,3350,3324789
22,22,1,3322440820929,3322440820929,3322440820929,3322444184760,3322444293644,3322444296972,3322444296973,0,3363831,3328,3476043
23,23,1,3322440820929,3322440820930,3322440820930,3322444336106,3322444444704,3322444448220,3322444448221,1,3515176,3516,3627290
24,24,1,3322440821126,3322440821126,3322440821126,3322444487163,3322444595586,3322444598947,3322444598947,0,3666037,3361,3777821
25,25,1,3322440821126,3322440821126,3322440821126,3322444638082,3322444746980,3322444750420,3322444750420,0,3816956,3440,3929294
26,26,1,3322440821126,3322440821126,3322440821126,3322444791234,3322444915425,3322444918730,3322444918730,0,3970108,3305,4097604
27,27,1,3322440821126,3322440821126,3322440821126,3322444959678,3322445082537,3322445086043,3322445086043,0,4138552,3506,4264917
28,28,1,3322440821297,3322440821297,3322440821297,3322445126753,3322445249449,3322445252911,3322445252911,0,4305456,3462,4431614
29,29,1,3322440821298,3322440821298,3322440821298,3322445293714,3322445416342,3322445419652,3322445419653,0,4472416,3310,4598354
30,30,1,3322440821298,3322440821298,3322440821298,3322445460606,3322445583104,3322445586434,3322445586435,0,4639308,3330,4765136
31,31,1,3322440821298,3322440821298,3322440821298,3322445627387,3322445749825,3322445753169,3322445753170,0,4806089,3344,4931871
32,32,1,3322440821465,3322440821465,3322440821465,3322445794122,3322445916650,3322445920019,3322445920019,0,4972657,3369,5098554
33,33,1,3322440821465,3322440821466,3322440821466,3322445961020,3322446083427,3322446086774,3322446086775,1,5139554,3347,5265308
34,34,1,3322440821466,3322440821466,3322440821466,3322446127724,3322446249995,3322446253329,3322446253329,0,5306258,3334,5431863
35,35,1,3322440821466,3322440821466,3322440821466,3322446294225,3322446416666,3322446419949,3322446419950,0,5472759,3283,5598483
36,36,1,3322440821633,3322440821633,3322440821633,3322446460910,3322446583375,3322446586693,3322446586693,0,5639277,3318,5765060
37,37,1,3322440821633,3322440821633,3322440821633,3322446627612,3322446750506,3322446753815,3322446753816,0,5805979,3309,5932182
38,38,1,3322440821634,3322440821634,3322440821634,3322446794744,3322446917162,3322446920488,3322446920488,0,5973110,3326,6098854
39,39,1,3322440821634,3322440821634,3322440821634,3322446961483,3322447084064,3322447087398,3322447087398,0,6139849,3334,6265764
40,40,1,3322440821799,3322440821799,3322440821799,3322447128932,3322447251556,3322447254904,3322447254904,0,6307133,3348,6433105
41,41,1,3322440821799,3322440821799,3322440821799,3322447296154,3322447420237,3322447423580,3322447423581,0,6474355,3343,6601781
42,42,1,3322440821799,3322440821800,3322440821800,3322447464830,3322447589403,3322447592773,3322447592773,1,6643030,3370,6770973
43,43,1,3322440821800,3322440821800,3322440821800,3322447634088,3322447758731,3322447762232,3322447762233,0,6812288,3501,6940432
44,44,1,3322440821965,3322440821965,3322440821965,3322447803308,3322447927232,3322447930738,3322447930738,0,6981343,3506,7108773
45,45,1,3322440821965,3322440821965,3322440821965,3322447971833,3322448096024,3322448099412,3322448099412,0,7149868,3388,7277447
46,46,1,3322440821965,3322440821966,3322440821966,3322448140650,3322448264766,3322448268293,3322448268294,1,7318684,3527,7446327
47,47,1,3322440821966,3322440821966,3322440821966,3322448309403,3322448433665,3322448437180,3322448437181,0,7487437,3515,7615214
48,48,1,3322440822133,3322440822133,3322440822133,3322448478278,3322448603073,3322448606402,3322448606402,0,7656145,3329,7784269
49,49,1,3322440822133,3322440822133,3322440822133,3322448647859,3322448772230,3322448775574,3322448775574,0,7825726,3344,7953441
50,50,1,3322440822133,3322440822133,3322440822133,3322448816846,3322448940838,3322448944212,3322448944213,0,7994713,3374,8122079
51,51,1,3322440822133,3322440822133,3322440822133,3322448985448,3322449109671,3322449113023,3322449113024,0,8163315,3352,8290890
52,52,1,3322440822298,3322440822299,3322440822299,3322449154308,3322449278294,3322449281694,3322449281694,1,8332009,3400,8459395
53,53,1,3322440822299,3322440822299,3322440822299,3322449322910,3322449446865,3322449450221,3322449450221,0,8500611,3356,8627922
54,54,1,3322440822299,3322440822299,3322440822299,3322449491436,3322449615520,3322449618912,3322449618912,0,8669137,3392,8796613
55,55,1,3322440822299,3322440822299,3322440822299,3322449660103,3322449784467,3322449787758,3322449787758,0,8837804,3291,8965459
56,56,1,3322440822465,3322440822465,3322440822465,3322449828766,3322449951480,3322449954831,3322449954831,0,9006301,3351,9132366
57,57,1,3322440822465,3322440822465,3322440822465,3322449995775,3322450118391,3322450121702,3322450121702,0,9173310,3311,9299237
58,58,1,3322440822465,3322440822465,3322440822465,3322450162742,3322450285154,3322450288491,3322450288492,0,9340277,3337,9466026
59,59,1,3322440822465,3322440822465,3322440822465,3322450329514,3322450452180,3322450455643,3322450455644,0,9507049,3463,9633178
60,60,1,3322440822630,3322440822630,3322440822630,3322450496754,3322450619230,3322450622585,3322450622585,0,9674124,3355,9799955
61,61,1,3322440822630,3322440822630,3322440822630,3322450663704,3322450786805,3322450790140,3322450790140,0,9841074,3335,9967510
62,62,1,3322440822630,3322440822631,3322440822631,3322450831218,3322450953865,3322450957201,3322450957201,1,10008587,3336,10134570
63,63,1,3322440822631,3322440822631,3322440822631,3322450998218,3322451121067,3322451124431,3322451124432,0,10175587,3364,10301800
64,0,1,3322451124589,3322451124589,3322451124589,3322451166221,3322451275098,3322451278462,3322451278462,0,41632,3364,153873
65,1,1,3322451124590,3322451124590,3322451124590,3322451275098,3322451275266,3322451278462,3322451278462,0,150508,3196,153872
