item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322453124477,3322453128284,0,0,3322453283835
1,3,3322453124694,3322453131370,0,0,3322453434270
2,4,3322453124912,3322453134890,0,0,3322453585027
3,5,3322453125087,3322453136229,0,0,3322453736044
4,23,3322453127972,3322453138855,0,0,3322453885594
5,31,3322453131214,3322453141939,0,0,3322454053192
6,36,3322453133421,3322453143701,0,0,3322454221478
7,42,3322453136073,3322453145895,0,0,3322454392103
8,48,3322453138700,3322453149424,0,0,3322454562853
9,54,3322453141349,3322453151193,0,0,3322454734529
10,59,3322453143546,3322453153821,0,0,3322454902468
11,1,3322453146174,3322453156461,0,0,3322455053536
12,10,3322453148393,3322453158241,0,0,3322455204129
13,15,3322453150600,3322453161776,0,0,3322455353293
14,22,3322453153664,3322453163979,0,0,3322455502897
15,28,3322453155872,3322453165738,0,0,3322455671220
16,35,3322453158520,3322453169270,0,0,3322455838878
17,41,3322453160744,3322453171045,0,0,3322456009559
18,47,3322453162952,3322453172809,0,0,3322456180878
19,55,3322453165583,3322453176351,0,0,3322456351596
20,62,3322453168232,3322453178140,0,0,3322456519220
21,8,3322453170452,3322453180304,0,0,3322456669990
22,16,3322453173108,3322453183802,0,0,3322456819220
23,24,3322453175762,3322453185591,0,0,3322456968469
24,29,3322453177547,3322453187790,0,0,3322457135863
25,38,3322453180149,3322453191702,0,0,3322457303798
26,46,3322453182796,3322453193483,0,0,3322457477751
27,53,3322453184993,3322453197408,0,0,3322457648032
28,63,3322453187635,3322453199176,0,0,3322457815551
29,12,3322453190233,3322453200936,0,0,3322457964815
30,20,3322453192878,3322453202702,0,0,3322458114290
31,30,3322453195063,3322453206230,0,0,3322458281973
32,43,3322453198128,3322453208001,0,0,3322458452556
33,51,3322453200335,3322453211085,0,0,3322458623661
34,60,3322453202547,3322453213270,0,0,3322458792073
35,11,3322453205174,3322453215489,0,0,3322458941522
36,19,3322453207394,3322453217268,0,0,3322459090935
37,33,3322453210062,3322453220795,0,0,3322459259060
38,44,3322453212269,3322453222565,0,0,3322459429548
39,57,3322453214887,3322453224334,0,0,3322459597478
40,7,3322453217111,3322453228761,0,0,3322459748455
41,21,3322453219758,3322453229667,0,0,3322459897706
42,34,3322453221969,3322453232306,0,0,3322460065499
43,49,3322453224180,3322453235376,0,0,3322460235871
44,0,3322453226845,3322453238030,0,0,3322460386878
45,18,3322453229512,3322453240642,0,0,3322460536364
46,37,3322453231714,3322453242657,0,0,3322460704476
47,58,3322453234808,3322453245728,0,0,3322460872447
48,14,3322453236993,3322453247610,0,0,3322461021842
49,32,3322453239196,3322453250337,0,0,3322461190008
50,61,3322453241481,3322453253066,0,0,3322461357987
51,56,3322453243702,3322453254768,0,0,3322461525834
52,17,3322453246431,3322453257158,0,0,3322461675452
53,27,3322453248823,3322453260226,0,0,3322461843047
54,45,3322453251050,3322453261939,0,0,3322462014278
55,26,3322453253765,3322453264487,0,0,3322462182301
56,9,3322453256149,3322453267029,0,0,3322462332873
57,6,3322453258539,3322453269255,0,0,3322462483580
58,25,3322453260925,3322453271810,0,0,3322462632986
59,13,3322453263489,3322453274689,0,0,3322462783013
60,39,3322453265698,3322453276498,0,0,3322462950348
61,52,3322453268247,3322453279063,0,0,3322463120606
62,50,3322453270642,3322453280526,0,0,3322463291367
63,40,3322453273191,3322453281130,0,0,3322463459724
64,2,3322463459957,3322463463003,0,0,3322463613591
65,3,3322463460113,3322463462538,0,0,3322463613753
