item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322574654936,3322574654937,3322574654937,3322574655980,3322574683987,3322574685012,3322574685013,1,1043,1025,30075
1,1,1,3322574655256,3322574655256,3322574655256,3322574655992,3322574711805,3322574712838,3322574712838,0,736,1033,57582
2,2,1,3322574655285,3322574655285,3322574655285,3322574656472,3322574739549,3322574740573,3322574740573,0,1187,1024,85288
3,3,1,3322574655297,3322574655298,3322574655298,3322574657254,3322574767334,3322574768363,3322574768364,1,1956,1029,113065
4,4,1,3322574655487,3322574655488,3322574655488,3322574657262,3322574795148,3322574796176,3322574796176,1,1774,1028,140688
5,5,1,3322574655504,3322574655504,3322574655504,3322574657265,3322574822879,3322574823901,3322574823901,0,1761,1022,168397
6,6,1,3322574655518,3322574655518,3322574655518,3322574657268,3322574850650,3322574851674,3322574851675,0,1750,1024,196156
7,7,1,3322574655534,3322574655534,3322574655534,3322574657735,3322574878334,3322574879282,3322574879283,0,2201,948,223748
8,0,1,3322574879440,3322574879440,3322574879440,3322574880090,3322574907370,3322574908314,3322574908315,0,650,944,28874
9,1,1,3322574879502,3322574879502,3322574879502,3322574880100,3322574907532,3322574908315,3322574908315,0,598,783,28813
