item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322683710557,3322683710557,3322683710557,3322683713279,3322683719965,3322683720310,3322683720310,0,2722,345,9753
1,1,1,3322683710557,3322683710557,3322683710557,3322683722487,3322683729190,3322683729534,3322683729534,0,11930,344,18977
2,2,1,3322683710557,3322683710557,3322683710557,3322683731667,3322683738354,3322683738700,3322683738700,0,21110,346,28143
3,3,1,3322683710557,3322683710558,3322683710558,3322683740874,3322683747565,3322683747908,3322683747908,1,30316,343,37350
4,4,1,3322683710729,3322683710730,3322683710730,3322683750081,3322683756750,3322683757092,3322683757093,1,39351,342,46362
5,5,1,3322683710730,3322683710730,3322683710730,3322683759255,3322683765850,3322683766192,3322683766193,0,48525,342,55462
6,6,1,3322683710730,3322683710730,3322683710730,3322683768367,3322683775029,3322683775372,3322683775373,0,57637,343,64642
7,7,1,3322683710730,3322683710730,3322683710730,3322683777563,3322683784190,3322683784535,3322683784535,0,66833,345,73805
8,8,1,3322683710901,3322683710901,3322683710901,3322683786719,3322683793357,3322683793702,3322683793702,0,75818,345,82801
9,9,1,3322683710901,3322683710901,3322683710901,3322683795863,3322683802539,3322683802879,3322683802879,0,84962,340,91978
10,10,1,3322683710901,3322683710901,3322683710901,3322683805019,3322683811713,3322683812053,3322683812053,0,94118,340,101152
11,11,1,3322683710901,3322683710901,3322683710901,3322683814220,3322683820889,3322683821228,3322683821228,0,103319,339,110327
12,12,1,3322683711068,3322683711068,3322683711068,3322683823386,3322683830077,3322683830419,3322683830419,0,112318,342,119351
13,13,1,3322683711069,3322683711069,3322683711069,3322683832584,3322683839163,3322683839462,3322683839462,0,121515,299,128393
14,14,1,3322683711069,3322683711069,3322683711069,3322683841623,3322683848297,3322683848641,3322683848641,0,130554,344,137572
15,15,1,3322683711069,3322683711069,3322683711069,3322683850796,3322683857382,3322683857696,3322683857696,0,139727,314,146627
16,0,1,3322683857853,3322683857853,3322683857853,3322683860507,3322683867093,3322683867414,3322683867415,0,2654,321,9561
17,1,1,3322683857853,3322683857853,3322683857853,3322683867093,3322683867255,3322683867415,3322683867415,0,9240,160,9562
