item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,9,3320768521870,3320768522673,3320768527074,3320768527285,3320768527293
1,10,3320768522033,3320768527279,3320768531718,3320768531910,3320768531916
2,11,3320768522194,3320768527280,3320768536324,3320768536511,3320768536516
3,12,3320768522355,3320768527280,3320768540935,3320768541082,3320768541087
4,13,3320768522516,3320768527281,3320768545436,3320768545613,3320768545619
5,14,3320768527115,3320768531908,3320768550031,3320768550211,3320768550216
6,15,3320768531743,3320768536509,3320768554639,3320768554780,3320768554785
7,0,3320768536343,3320768541079,3320768559128,3320768559306,3320768559311
8,1,3320768540950,3320768541080,3320768559321,3320768559492,3320768559496
