item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322559729219,3322559729220,3322559729220,3322559730108,3322559738725,3322559739325,3322559739325,1,888,600,10105
1,1,1,3322559729562,3322559729562,3322559729562,3322559730119,3322559745675,3322559746266,3322559746266,0,557,591,16704
2,2,1,3322559729592,3322559729592,3322559729592,3322559730123,3322559752611,3322559753205,3322559753205,0,531,594,23613
3,3,1,3322559729606,3322559729606,3322559729606,3322559730126,3322559759576,3322559760170,3322559760170,0,520,594,30564
4,4,1,3322559729894,3322559729894,3322559729894,3322559730659,3322559766512,3322559767102,3322559767102,0,765,590,37208
5,5,1,3322559729908,3322559729908,3322559729908,3322559730665,3322559773457,3322559774056,3322559774057,0,757,599,44148
6,6,1,3322559729918,3322559729918,3322559729918,3322559731226,3322559780424,3322559780994,3322559780995,0,1308,570,51076
7,7,1,3322559729932,3322559729932,3322559729932,3322559731231,3322559787326,3322559787912,3322559787912,0,1299,586,57980
8,8,1,3322559730450,3322559730450,3322559730450,3322559731234,3322559794303,3322559794898,3322559794898,0,784,595,64448
9,9,1,3322559730465,3322559730465,3322559730465,3322559731238,3322559801247,3322559801834,3322559801835,0,773,587,71369
10,10,1,3322559730475,3322559730475,3322559730475,3322559731241,3322559808200,3322559808787,3322559808787,0,766,587,78312
11,11,1,3322559730484,3322559730484,3322559730484,3322559731776,3322559815130,3322559815718,3322559815719,0,1292,588,85234
12,12,1,3322559730998,3322559730999,3322559730999,3322559731781,3322559822101,3322559822687,3322559822687,1,782,586,91688
13,13,1,3322559731013,3322559731013,3322559731013,3322559731785,3322559829058,3322559829655,3322559829656,0,772,597,98642
14,14,1,3322559731025,3322559731025,3322559731025,3322559731788,3322559835928,3322559836515,3322559836515,0,763,587,105490
15,15,1,3322559731034,3322559731034,3322559731034,3322559731791,3322559842876,3322559843467,3322559843467,0,757,591,112433
16,16,1,3322559731571,3322559731571,3322559731571,3322559732319,3322559849834,3322559850424,3322559850425,0,748,590,118853
