item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322560302472,3322560303123,3322560310026,3322560310507,3322560310519
1,3,3322560302637,3322560303565,3322560317342,3322560317736,3322560317744
2,4,3322560302801,3322560303997,3322560324569,3322560324954,3322560324961
3,5,3322560302965,3322560303997,3322560331728,3322560332106,3322560332113
4,6,3322560303406,3322560304429,3322560338919,3322560339300,3322560339307
5,7,3322560303838,3322560304429,3322560346037,3322560346415,3322560346422
6,8,3322560304270,3322560305323,3322560353172,3322560353547,3322560353554
7,9,3322560304730,3322560305323,3322560360312,3322560360687,3322560360694
8,10,3322560305165,3322560305764,3322560367443,3322560367822,3322560367828
9,11,3322560305604,3322560306202,3322560374587,3322560374966,3322560374973
10,12,3322560306044,3322560306639,3322560381751,3322560382128,3322560382136
11,13,3322560306481,3322560307508,3322560388906,3322560389284,3322560389292
12,14,3322560306914,3322560307509,3322560396039,3322560396419,3322560396426
13,15,3322560307351,3322560307951,3322560403208,3322560403587,3322560403594
14,16,3322560307794,3322560308386,3322560410389,3322560410767,3322560410774
15,17,3322560308228,3322560309272,3322560417560,3322560417939,3322560417946
16,18,3322560308682,3322560309273,3322560424689,3322560425069,3322560425077
17,19,3322560309115,3322560309712,3322560431810,3322560432189,3322560432196
18,20,3322560309553,3322560310233,3322560438968,3322560439353,3322560439360
19,21,3322560310071,3322560310958,3322560446127,3322560446506,3322560446513
20,22,3322560310345,3322560310959,3322560453260,3322560453640,3322560453648
21,23,3322560310799,3322560311395,3322560460462,3322560460840,3322560460847
22,24,3322560311237,3322560311835,3322560467633,3322560468010,3322560468018
23,25,3322560311676,3322560312268,3322560474796,3322560475173,3322560475180
24,26,3322560312110,3322560312714,3322560481942,3322560482317,3322560482325
25,27,3322560312556,3322560313150,3322560489114,3322560489492,3322560489500
26,28,3322560312993,3322560313585,3322560496273,3322560496651,3322560496659
27,29,3322560313427,3322560314020,3322560503452,3322560503832,3322560503840
28,30,3322560313863,3322560314452,3322560510593,3322560510975,3322560510982
29,31,3322560314295,3322560314886,3322560517690,3322560518065,3322560518072
30,32,3322560314729,3322560315750,3322560524866,3322560525241,3322560525248
31,33,3322560315164,3322560315750,3322560531958,3322560532337,3322560532345
32,34,3322560315593,3322560316625,3322560539129,3322560539508,3322560539516
33,35,3322560316030,3322560316626,3322560546306,3322560546685,3322560546693
34,36,3322560316463,3322560317059,3322560553456,3322560553789,3322560553796
35,37,3322560316900,3322560317735,3322560560583,3322560560963,3322560560970
36,38,3322560317364,3322560318182,3322560567775,3322560568152,3322560568159
37,39,3322560317575,3322560318182,3322560574960,3322560575337,3322560575344
38,40,3322560318022,3322560318616,3322560582143,3322560582523,3322560582531
39,41,3322560318456,3322560319487,3322560589304,3322560589679,3322560589686
40,42,3322560318891,3322560319487,3322560596433,3322560596812,3322560596820
41,43,3322560319329,3322560319919,3322560603600,3322560603976,3322560603983
42,44,3322560319760,3322560320352,3322560610780,3322560611158,3322560611166
43,45,3322560320193,3322560320793,3322560617913,3322560618292,3322560618299
44,46,3322560320634,3322560321232,3322560625114,3322560625489,3322560625497
45,47,3322560321074,3322560321666,3322560632260,3322560632638,3322560632645
46,48,3322560321509,3322560322098,3322560639444,3322560639821,3322560639828
47,49,3322560321941,3322560322536,3322560646743,3322560647127,3322560647134
48,50,3322560322374,3322560323401,3322560653817,3322560654192,3322560654199
49,51,3322560322812,3322560323401,3322560660894,3322560661274,3322560661281
50,52,3322560323244,3322560323838,3322560667901,3322560668276,3322560668283
51,53,3322560323680,3322560324281,3322560674983,3322560675356,3322560675362
52,54,3322560324123,3322560324746,3322560682005,3322560682380,3322560682387
53,55,3322560324590,3322560325399,3322560689079,3322560689452,3322560689459
54,56,3322560324792,3322560325798,3322560696124,3322560696499,3322560696506
55,57,3322560325239,3322560325798,3322560703207,3322560703581,3322560703588
56,58,3322560325676,3322560326228,3322560710313,3322560710690,3322560710697
57,59,3322560326070,3322560327101,3322560717324,3322560717699,3322560717706
58,60,3322560326500,3322560327101,3322560724396,3322560724768,3322560724775
59,61,3322560326944,3322560327538,3322560731404,3322560731777,3322560731784
60,62,3322560327381,3322560327985,3322560738464,3322560738838,3322560738845
61,63,3322560327825,3322560328856,3322560745537,3322560745910,3322560745917
62,0,3322560328261,3322560328857,3322560752653,3322560753027,3322560753034
63,1,3322560328698,3322560329289,3322560759807,3322560760182,3322560760189
64,2,3322560760357,3322560760964,3322560767741,3322560768120,3322560768127
65,3,3322560760514,3322560760831,3322560768135,3322560768494,3322560768499
