# started on Thu Sep 10 01:08:10 2026

53528.75,msec,task-clock,53528754310,100.00,0.946,CPUs utilized
568829,,context-switches,53528754310,100.00,0.011,M/sec
20,,cpu-migrations,53528754310,100.00,0.000,K/sec
314422,,page-faults,53528754310,100.00,0.006,M/sec
139070480307,,cycles,53542778140,100.00,2.598,GHz
74038155181,,instructions,53542778140,100.00,0.53,insn per cycle
<not supported>,,branches,0,100.00,,
33234945,,branch-misses,53542778140,100.00,,
