item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322679807004,3322679807799,0,0,3322679816908
1,3,3322679807168,3322679808242,0,0,3322679826003
2,4,3322679807327,3322679808243,0,0,3322679835025
3,5,3322679807486,3322679808670,0,0,3322679844053
4,6,3322679807645,3322679808671,0,0,3322679853090
5,7,3322679808086,3322679809096,0,0,3322679862122
6,0,3322679808516,3322679809521,0,0,3322679871091
7,1,3322679808941,3322679809521,0,0,3322679880126
8,2,3322679880290,3322679880909,0,0,3322679889953
9,3,3322679880446,3322679880600,0,0,3322679890111
