item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322679703121,3322679703121,3322679703121,3322679705755,3322679712416,3322679712759,3322679712759,0,2634,343,9638
1,1,1,3322679703122,3322679703122,3322679703122,3322679714889,3322679721595,3322679721933,3322679721933,0,11767,338,18811
2,2,1,3322679703122,3322679703122,3322679703122,3322679724050,3322679730736,3322679731078,3322679731078,0,20928,342,27956
3,3,1,3322679703122,3322679703122,3322679703122,3322679733197,3322679739845,3322679740192,3322679740192,0,30075,347,37070
4,4,1,3322679703295,3322679703295,3322679703295,3322679742379,3322679749048,3322679749391,3322679749391,0,39084,343,46096
5,5,1,3322679703295,3322679703295,3322679703295,3322679751568,3322679758232,3322679758576,3322679758576,0,48273,344,55281
6,6,1,3322679703295,3322679703295,3322679703295,3322679760750,3322679767438,3322679767778,3322679767778,0,57455,340,64483
7,7,1,3322679703295,3322679703295,3322679703295,3322679769949,3322679776618,3322679776933,3322679776933,0,66654,315,73638
8,0,1,3322679777090,3322679777090,3322679777090,3322679779755,3322679786390,3322679786709,3322679786709,0,2665,319,9619
9,1,1,3322679777091,3322679777091,3322679777091,3322679786390,3322679786551,3322679786709,3322679786709,0,9299,158,9618
