item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322362665524,3322362665525,3322362665525,3322362668209,3322362674875,3322362675219,3322362675219,1,2684,344,9694
1,1,1,3322362665525,3322362665525,3322362665525,3322362677383,3322362684032,3322362684371,3322362684371,0,11858,339,18846
2,2,1,3322362665525,3322362665525,3322362665525,3322362686495,3322362693130,3322362693494,3322362693494,0,20970,364,27969
3,3,1,3322362665525,3322362665525,3322362665525,3322362695669,3322362702379,3322362702722,3322362702722,0,30144,343,37197
4,4,1,3322362665703,3322362665703,3322362665703,3322362704837,3322362711419,3322362711754,3322362711754,0,39134,335,46051
5,5,1,3322362665703,3322362665703,3322362665703,3322362713843,3322362720457,3322362720767,3322362720767,0,48140,310,55064
6,6,1,3322362665703,3322362665703,3322362665703,3322362722878,3322362729506,3322362729852,3322362729853,0,57175,346,64149
7,7,1,3322362665704,3322362665704,3322362665704,3322362732011,3322362738670,3322362739010,3322362739010,0,66307,340,73306
8,8,1,3322362665874,3322362665874,3322362665874,3322362741164,3322362747783,3322362748092,3322362748092,0,75290,309,82218
9,9,1,3322362665874,3322362665874,3322362665874,3322362750268,3322362756841,3322362757183,3322362757183,0,84394,342,91309
10,10,1,3322362665874,3322362665875,3322362665875,3322362759296,3322362765931,3322362766273,3322362766273,1,93421,342,100398
11,11,1,3322362665875,3322362665875,3322362665875,3322362768385,3322362775047,3322362775384,3322362775385,0,102510,337,109509
12,12,1,3322362666042,3322362666042,3322362666042,3322362777534,3322362784142,3322362784484,3322362784484,0,111492,342,118442
13,13,1,3322362666042,3322362666042,3322362666042,3322362786656,3322362793251,3322362793597,3322362793597,0,120614,346,127555
14,14,1,3322362666042,3322362666043,3322362666043,3322362795734,3322362802319,3322362802660,3322362802661,1,129691,341,136617
15,15,1,3322362666043,3322362666043,3322362666043,3322362804776,3322362811363,3322362811703,3322362811703,0,138733,340,145660
16,16,1,3322362666212,3322362666212,3322362666212,3322362813862,3322362820442,3322362820739,3322362820739,0,147650,297,154527
17,17,1,3322362666212,3322362666212,3322362666212,3322362822852,3322362829487,3322362829828,3322362829828,0,156640,341,163616
18,18,1,3322362666212,3322362666212,3322362666212,3322362831978,3322362838655,3322362838994,3322362838994,0,165766,339,172782
19,19,1,3322362666212,3322362666212,3322362666212,3322362841148,3322362847726,3322362848023,3322362848023,0,174936,297,181811
20,20,1,3322362666380,3322362666380,3322362666380,3322362850135,3322362856757,3322362857098,3322362857098,0,183755,341,190718
21,21,1,3322362666380,3322362666380,3322362666380,3322362859263,3322362865913,3322362866251,3322362866252,0,192883,338,199871
22,22,1,3322362666380,3322362666380,3322362666380,3322362868401,3322362875021,3322362875320,3322362875320,0,202021,299,208940
23,23,1,3322362666380,3322362666380,3322362666380,3322362877434,3322362884062,3322362884404,3322362884404,0,211054,342,218024
24,24,1,3322362666515,3322362666515,3322362666515,3322362886552,3322362893228,3322362893572,3322362893572,0,220037,344,227057
25,25,1,3322362666515,3322362666516,3322362666516,3322362895731,3322362902321,3322362902662,3322362902662,1,229215,341,236146
26,26,1,3322362666516,3322362666516,3322362666516,3322362904816,3322362911541,3322362911886,3322362911886,0,238300,345,245370
