item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322363377949,3322363378742,0,0,3322363388037
1,3,3322363378109,3322363379181,0,0,3322363397283
2,4,3322363378269,3322363379610,0,0,3322363406438
3,5,3322363378428,3322363379611,0,0,3322363415622
4,6,3322363378588,3322363379611,0,0,3322363424746
5,7,3322363379025,3322363380039,0,0,3322363433778
6,8,3322363379456,3322363380040,0,0,3322363442950
7,9,3322363379885,3322363380470,0,0,3322363451991
8,10,3322363380316,3322363380899,0,0,3322363461113
9,11,3322363380745,3322363381334,0,0,3322363470135
10,12,3322363381173,3322363381769,0,0,3322363479256
11,13,3322363381612,3322363382634,0,0,3322363488361
12,14,3322363382048,3322363383070,0,0,3322363497432
13,15,3322363382478,3322363383070,0,0,3322363506555
14,16,3322363382913,3322363383929,0,0,3322363515667
15,17,3322363383344,3322363384364,0,0,3322363524706
16,18,3322363383774,3322363384365,0,0,3322363533849
17,19,3322363384210,3322363384794,0,0,3322363542975
18,20,3322363384639,3322363385235,0,0,3322363552041
19,21,3322363385079,3322363385682,0,0,3322363561174
20,22,3322363385526,3322363386185,0,0,3322363570303
21,23,3322363385696,3322363386521,0,0,3322363579305
22,24,3322363385863,3322363386687,0,0,3322363588455
23,25,3322363386031,3322363387358,0,0,3322363597627
24,26,3322363386198,3322363387526,0,0,3322363606687
25,27,3322363386366,3322363387694,0,0,3322363615832
26,28,3322363386533,3322363387694,0,0,3322363624977
27,29,3322363386699,3322363387694,0,0,3322363634045
28,30,3322363386869,3322363387862,0,0,3322363643177
29,31,3322363387036,3322363388029,0,0,3322363652514
30,32,3322363387203,3322363388473,0,0,3322363661644
31,33,3322363387371,3322363388473,0,0,3322363670748
32,34,3322363387540,3322363388473,0,0,3322363679863
33,35,3322363387707,3322363388909,0,0,3322363688891
34,36,3322363387875,3322363388909,0,0,3322363698002
35,37,3322363388318,3322363388909,0,0,3322363707114
36,38,3322363388753,3322363389345,0,0,3322363716219
37,39,3322363389190,3322363389776,0,0,3322363725271
38,40,3322363389620,3322363390214,0,0,3322363734407
39,41,3322363390059,3322363390646,0,0,3322363743371
40,42,3322363390492,3322363391079,0,0,3322363752519
41,43,3322363390922,3322363391944,0,0,3322363761643
42,44,3322363391357,3322363391945,0,0,3322363770776
43,45,3322363391790,3322363392385,0,0,3322363779789
44,46,3322363392229,3322363393253,0,0,3322363788927
45,47,3322363392661,3322363393254,0,0,3322363798049
46,48,3322363393099,3322363393690,0,0,3322363807041
47,49,3322363393534,3322363394120,0,0,3322363816089
48,50,3322363393964,3322363394550,0,0,3322363825120
49,51,3322363394395,3322363394997,0,0,3322363834091
50,52,3322363394841,3322363395491,0,0,3322363843120
51,53,3322363395008,3322363395818,0,0,3322363852143
52,54,3322363395172,3322363396309,0,0,3322363861181
53,55,3322363395336,3322363396472,0,0,3322363870211
54,56,3322363395500,3322363396473,0,0,3322363879187
55,57,3322363395664,3322363396962,0,0,3322363888215
56,58,3322363395827,3322363397119,0,0,3322363897321
57,59,3322363395991,3322363397278,0,0,3322363906408
58,60,3322363396155,3322363397732,0,0,3322363915500
59,61,3322363396318,3322363397278,0,0,3322363924525
60,62,3322363396482,3322363397733,0,0,3322363933562
61,63,3322363396645,3322363398168,0,0,3322363942605
62,0,3322363396808,3322363398168,0,0,3322363951728
63,1,3322363396972,3322363398168,0,0,3322363960887
64,2,3322363961053,3322363961675,0,0,3322363970884
65,3,3322363961209,3322363961368,0,0,3322363971041
