item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322374569535,3322374569536,3322374569536,3322374580049,3322374607268,3322374608267,3322374608268,1,10513,999,38731
1,1,1,3322374569536,3322374569536,3322374569536,3322374617526,3322374644516,3322374645484,3322374645484,0,47990,968,75948
2,2,1,3322374569536,3322374569536,3322374569536,3322374654742,3322374682027,3322374683036,3322374683036,0,85206,1009,113500
3,3,1,3322374569536,3322374569536,3322374569536,3322374692291,3322374719273,3322374720274,3322374720274,0,122755,1001,150738
4,4,1,3322374569714,3322374569714,3322374569714,3322374729639,3322374756516,3322374757521,3322374757522,0,159925,1005,187807
5,5,1,3322374569714,3322374569714,3322374569714,3322374766887,3322374793930,3322374794935,3322374794935,0,197173,1005,225221
6,6,1,3322374569714,3322374569714,3322374569714,3322374804188,3322374831178,3322374832019,3322374832020,0,234474,841,262305
7,7,1,3322374569714,3322374569714,3322374569714,3322374841438,3322374868277,3322374869215,3322374869216,0,271724,938,299501
8,0,1,3322374869372,3322374869373,3322374869373,3322374879912,3322374906937,3322374907859,3322374907859,1,10539,922,38486
9,1,1,3322374869373,3322374869373,3322374869373,3322374906937,3322374907102,3322374907860,3322374907860,0,37564,758,38487
