item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322579694595,3322579694596,3322579694596,3322579695744,3322579723799,3322579724829,3322579724829,1,1148,1030,30233
1,1,1,3322579694930,3322579694930,3322579694930,3322579695756,3322579751631,3322579752661,3322579752661,0,826,1030,57731
2,2,1,3322579694958,3322579694958,3322579694958,3322579696414,3322579779371,3322579780383,3322579780383,0,1456,1012,85425
3,3,1,3322579694974,3322579694975,3322579694975,3322579696419,3322579807124,3322579808151,3322579808152,1,1444,1027,113176
4,4,1,3322579695200,3322579695201,3322579695201,3322579696951,3322579834911,3322579835932,3322579835932,1,1750,1021,140731
5,5,1,3322579695220,3322579695220,3322579695220,3322579696958,3322579862627,3322579863640,3322579863640,0,1738,1013,168420
6,6,1,3322579695235,3322579695235,3322579695235,3322579696961,3322579890471,3322579891497,3322579891498,0,1726,1026,196262
7,7,1,3322579695254,3322579695254,3322579695254,3322579697434,3322579918260,3322579919292,3322579919292,0,2180,1032,224038
8,8,1,3322579695520,3322579695521,3322579695521,3322579697440,3322579945996,3322579947020,3322579947020,1,1919,1024,251499
9,9,1,3322579695536,3322579695536,3322579695536,3322579697921,3322579973796,3322579974818,3322579974819,0,2385,1022,279282
10,10,1,3322579695552,3322579695552,3322579695552,3322579697927,3322580001589,3322580002614,3322580002614,0,2375,1025,307062
11,11,1,3322579695567,3322579695567,3322579695567,3322579697930,3322580029138,3322580030161,3322580030161,0,2363,1023,334594
12,12,1,3322579696185,3322579696186,3322579696186,3322579698372,3322580056802,3322580057822,3322580057823,1,2186,1020,361636
13,13,1,3322579696206,3322579696206,3322579696206,3322579698377,3322580084593,3322580085620,3322580085620,0,2171,1027,389414
14,14,1,3322579696221,3322579696221,3322579696221,3322579698839,3322580112283,3322580113315,3322580113315,0,2618,1032,417094
15,15,1,3322579696235,3322579696235,3322579696235,3322579698844,3322580140012,3322580140964,3322580140964,0,2609,952,444729
16,0,1,3322580141121,3322580141122,3322580141122,3322580141856,3322580169465,3322580170420,3322580170420,1,734,955,29298
17,1,1,3322580141225,3322580141225,3322580141225,3322580141867,3322580169629,3322580170420,3322580170420,0,642,791,29195
