item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322352678261,3322352678897,0,0,3322352687952
1,3,3322352678425,3322352679293,0,0,3322352697016
2,4,3322352678584,3322352679719,0,0,3322352706001
3,5,3322352678743,3322352680146,0,0,3322352715021
4,6,3322352679171,3322352680146,0,0,3322352724077
5,7,3322352679564,3322352680147,0,0,3322352733054
6,0,3322352679992,3322352680999,0,0,3322352742121
7,1,3322352680420,3322352680999,0,0,3322352751137
8,2,3322352751298,3322352752069,0,0,3322352761113
9,3,3322352751453,3322352751607,0,0,3322352761271
