item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322594231727,3322594233114,3322594261488,3322594262174,3322594262188
1,3,3322594231904,3322594234466,3322594289788,3322594290508,3322594290518
2,4,3322594232083,3322594234913,3322594318088,3322594318803,3322594318812
3,5,3322594232259,3322594238048,3322594346358,3322594347079,3322594347088
4,6,3322594232436,3322594236719,3322594374607,3322594375317,3322594375326
5,7,3322594232607,3322594237163,3322594402825,3322594403379,3322594403388
6,8,3322594232780,3322594239378,3322594430945,3322594431500,3322594431508
7,9,3322594232955,3322594239821,3322594459106,3322594459657,3322594459666
8,10,3322594233407,3322594238937,3322594487210,3322594487757,3322594487766
9,11,3322594233856,3322594240740,3322594515377,3322594515924,3322594515933
10,12,3322594234307,3322594240741,3322594543413,3322594543963,3322594543972
11,13,3322594234754,3322594240741,3322594571532,3322594572079,3322594572088
12,14,3322594235203,3322594242509,3322594599628,3322594600175,3322594600183
13,15,3322594235650,3322594242508,3322594627756,3322594628306,3322594628315
14,16,3322594236094,3322594243388,3322594655917,3322594656470,3322594656479
15,17,3322594236559,3322594245168,3322594684306,3322594684870,3322594684878
16,18,3322594237006,3322594244278,3322594712540,3322594713233,3322594713242
17,19,3322594237449,3322594244277,3322594740874,3322594741425,3322594741432
18,20,3322594237889,3322594246943,3322594769022,3322594769577,3322594769586
19,21,3322594238335,3322594246058,3322594797132,3322594797840,3322594797849
20,22,3322594238777,3322594246057,3322594825452,3322594826005,3322594826014
21,23,3322594239221,3322594247831,3322594853580,3322594854133,3322594854142
22,24,3322594239663,3322594247831,3322594881723,3322594882272,3322594882280
23,25,3322594240107,3322594247830,3322594909884,3322594910433,3322594910442
24,26,3322594240577,3322594249612,3322594937845,3322594938396,3322594938405
25,27,3322594241023,3322594249613,3322594965982,3322594966530,3322594966539
26,28,3322594241467,3322594251814,3322594994199,3322594994748,3322594994757
27,29,3322594241906,3322594252262,3322595022465,3322595022988,3322595022997
28,30,3322594242349,3322594251813,3322595050647,3322595051195,3322595051204
29,31,3322594242789,3322594251814,3322595078764,3322595079315,3322595079324
30,32,3322594243230,3322594254038,3322595106849,3322595107402,3322595107411
31,33,3322594243671,3322594253605,3322595134739,3322595135287,3322595135296
32,34,3322594244116,3322594253605,3322595162686,3322595163238,3322595163246
33,36,3322594245010,3322594255369,3322595190627,3322595191182,3322595191191
34,37,3322594245455,3322594255369,3322595218537,3322595219094,3322595219102
35,39,3322594246345,3322594255805,3322595246385,3322595246910,3322595246919
36,40,3322594246783,3322594257161,3322595274383,3322595274934,3322595274943
37,41,3322594247229,3322594256713,3322595302332,3322595302883,3322595302892
38,43,3322594248117,3322594259359,3322595330222,3322595330772,3322595330781
39,44,3322594248566,3322594258923,3322595358036,3322595358582,3322595358591
40,46,3322594249452,3322594259358,3322595386000,3322595386551,3322595386561
41,47,3322594249895,3322594260253,3322595413922,3322595414471,3322595414480
42,49,3322594250767,3322594261165,3322595441799,3322595442356,3322595442365
43,50,3322594251213,3322594261164,3322595469779,3322595470331,3322595470340
44,51,3322594251655,3322594260709,3322595497821,3322595498372,3322595498381
45,53,3322594252561,3322594262166,3322595525765,3322595526318,3322595526327
46,54,3322594253007,3322594263035,3322595553828,3322595554381,3322595554391
47,55,3322594253448,3322594262625,3322595581823,3322595582374,3322595582383
48,57,3322594254328,3322594264354,3322595609651,3322595610201,3322595610210
49,58,3322594254769,3322594264355,3322595637550,3322595638104,3322595638112
50,59,3322594255211,3322594266975,3322595665330,3322595665883,3322595665892
51,61,3322594256090,3322594266546,3322595693040,3322595693588,3322595693597
52,62,3322594256557,3322594266545,3322595720858,3322595721410,3322595721419
53,63,3322594257003,3322594268722,3322595748711,3322595749232,3322595749240
54,1,3322594257886,3322594268279,3322595776846,3322595777393,3322595777401
55,38,3322594258765,3322594268278,3322595804595,3322595805132,3322595805141
56,42,3322594259200,3322594268721,3322595832429,3322595832976,3322595832985
57,48,3322594260093,3322594270016,3322595860259,3322595860804,3322595860812
58,52,3322594260549,3322594270016,3322595888113,3322595888661,3322595888669
59,56,3322594261007,3322594270453,3322595915975,3322595916523,3322595916533
60,60,3322594261534,3322594270881,3322595943916,3322595944466,3322595944475
61,0,3322594261724,3322594270881,3322595972104,3322595972657,3322595972666
62,45,3322594262465,3322594272176,3322596000080,3322596000634,3322596000643
63,2,3322594263314,3322594271743,3322596028327,3322596028877,3322596028886
64,35,3322596029071,3322596030329,3322596057733,3322596058283,3322596058292
65,3,3322596029231,3322596029702,3322596058300,3322596058658,3322596058664
