item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322378667151,3322378667151,3322378667151,3322378677614,3322378704854,3322378705697,3322378705697,0,10463,843,38546
1,1,1,3322378667151,3322378667152,3322378667152,3322378715131,3322378742071,3322378743031,3322378743031,1,47979,960,75879
2,2,1,3322378667152,3322378667152,3322378667152,3322378752291,3322378779280,3322378780288,3322378780288,0,85139,1008,113136
3,3,1,3322378667152,3322378667152,3322378667152,3322378789605,3322378816669,3322378817689,3322378817690,0,122453,1020,150537
4,4,1,3322378667325,3322378667325,3322378667325,3322378827014,3322378853953,3322378854961,3322378854961,0,159689,1008,187636
5,5,1,3322378667325,3322378667325,3322378667325,3322378864224,3322378891330,3322378892299,3322378892299,0,196899,969,224974
6,6,1,3322378667326,3322378667326,3322378667326,3322378901564,3322378928600,3322378929608,3322378929608,0,234238,1008,262282
7,7,1,3322378667326,3322378667326,3322378667326,3322378938919,3322378965971,3322378966967,3322378966968,0,271593,996,299641
8,8,1,3322378667495,3322378667496,3322378667496,3322378976230,3322379003365,3322379004209,3322379004209,1,308734,844,336713
9,9,1,3322378667496,3322378667496,3322378667496,3322379013678,3322379040672,3322379041516,3322379041516,0,346182,844,374020
10,10,1,3322378667496,3322378667496,3322378667496,3322379050896,3322379077957,3322379078808,3322379078808,0,383400,851,411312
11,11,1,3322378667496,3322378667496,3322378667496,3322379088248,3322379115326,3322379116289,3322379116289,0,420752,963,448793
12,12,1,3322378667662,3322378667662,3322378667662,3322379125553,3322379152402,3322379153257,3322379153258,0,457891,855,485595
13,13,1,3322378667662,3322378667662,3322378667662,3322379162656,3322379189667,3322379190677,3322379190678,0,494994,1010,523015
14,14,1,3322378667662,3322378667662,3322378667662,3322379199924,3322379226936,3322379227899,3322379227899,0,532262,963,560237
15,15,1,3322378667662,3322378667662,3322378667662,3322379237155,3322379264173,3322379265084,3322379265084,0,569493,911,597422
16,0,1,3322379265241,3322379265241,3322379265241,3322379275704,3322379302734,3322379303684,3322379303684,0,10463,950,38443
17,1,1,3322379265241,3322379265241,3322379265241,3322379302734,3322379302899,3322379303684,3322379303685,0,37493,785,38443
