item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322315795123,3322315798994,3322315911191,3322315912311,3322315912322
1,3,3322315795353,3322315802096,3322316022454,3322316023607,3322316023615
2,4,3322315795580,3322315804743,3322316134009,3322316135157,3322316135165
3,5,3322315795757,3322315806525,3322316245633,3322316246740,3322316246748
4,23,3322315798680,3322315810073,3322316355941,3322316357209,3322316357216
5,31,3322315801937,3322315812283,3322316484589,3322316485885,3322316485892
6,8,3322315804146,3322315814047,3322316596220,3322316597361,3322316597370
7,14,3322315806812,3322315817616,3322316706884,3322316708027,3322316708036
8,20,3322315809466,3322315819383,3322316817004,3322316818136,3322316818145
9,26,3322315811682,3322315821145,3322316945602,3322316947046,3322316947052
10,0,3322315813890,3322315824686,3322317057566,3322317058710,3322317058718
11,12,3322315817008,3322315826473,3322317167626,3322317168732,3322317168740
12,17,3322315818785,3322315828688,3322317278027,3322317279135,3322317279142
13,25,3322315821423,3322315831790,3322317388254,3322317389397,3322317389405
14,6,3322315824082,3322315833970,3322317499539,3322317500643,3322317500650
15,13,3322315826314,3322315837071,3322317609473,3322317610624,3322317610632
16,22,3322315828964,3322315839290,3322317720304,3322317721508,3322317721516
17,1,3322315831629,3322315841511,3322317832022,3322317833165,3322317833172
18,15,3322315833811,3322315844163,3322317942034,3322317943170,3322317943178
19,27,3322315836457,3322315846877,3322318070666,3322318072117,3322318072124
20,9,3322315838691,3322315849094,3322318182660,3322318183806,3322318183814
21,19,3322315840917,3322315851321,3322318293066,3322318294178,3322318294186
22,7,3322315843563,3322315853981,3322318403922,3322318405043,3322318405051
23,24,3322315846275,3322315856207,3322318514288,3322318515407,3322318515415
24,11,3322315848495,3322315858883,3322318624661,3322318625814,3322318625823
25,29,3322315850718,3322315861523,3322318753602,3322318755025,3322318755032
26,28,3322315853380,3322315863303,3322318882651,3322318884076,3322318884084
27,21,3322315855608,3322315865948,3322318993454,3322318994597,3322318994605
28,10,3322315858281,3322315869005,3322319104435,3322319105584,3322319105592
29,18,3322315860503,3322315870744,3322319214521,3322319215632,3322319215640
30,16,3322315863146,3322315873771,3322319325508,3322319326765,3322319326774
31,30,3322315865786,3322315874200,3322319454260,3322319455714,3322319455721
32,2,3322319455955,3322319459133,3322319569848,3322319570998,3322319571007
33,3,3322319456115,3322319458394,3322319571017,3322319571188,3322319571193
