item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322554975122,3322554975935,3322554982778,3322554983217,3322554983227
1,3,3322554975287,3322554976380,3322554990051,3322554990435,3322554990443
2,4,3322554975452,3322554976380,3322554997217,3322554997599,3322554997607
3,5,3322554975615,3322554976830,3322555004354,3322555004760,3322555004768
4,6,3322554975777,3322554976830,3322555011552,3322555011931,3322555011939
5,7,3322554976220,3322554976831,3322555018754,3322555019131,3322555019138
6,8,3322554976671,3322554977268,3322555025855,3322555026235,3322555026242
7,9,3322554977108,3322554977702,3322555033029,3322555033408,3322555033415
8,10,3322554977544,3322554978568,3322555040123,3322555040502,3322555040510
9,11,3322554977977,3322554979000,3322555047295,3322555047673,3322555047681
10,12,3322554978410,3322554979000,3322555054466,3322555054843,3322555054851
11,13,3322554978843,3322554979866,3322555061677,3322555062054,3322555062061
12,14,3322554979276,3322554979867,3322555068819,3322555069194,3322555069202
13,15,3322554979707,3322554980297,3322555075961,3322555076301,3322555076309
14,16,3322554980138,3322554981176,3322555083087,3322555083467,3322555083474
15,17,3322554980580,3322554981614,3322555090249,3322555090629,3322555090636
16,18,3322554981017,3322554981615,3322555097439,3322555097818,3322555097826
17,19,3322554981456,3322554982046,3322555104633,3322555105014,3322555105021
18,20,3322554981889,3322554982485,3322555111720,3322555112073,3322555112080
19,21,3322554982326,3322554982973,3322555118880,3322555119256,3322555119263
20,22,3322554982811,3322554983663,3322555126088,3322555126466,3322555126474
21,23,3322554983054,3322554984101,3322555133234,3322555133608,3322555133615
22,24,3322554983503,3322554984102,3322555140378,3322555140763,3322555140771
23,25,3322554983942,3322554984983,3322555147501,3322555147874,3322555147882
24,26,3322554984377,3322554985416,3322555154653,3322555155031,3322555155037
25,27,3322554984823,3322554985416,3322555161809,3322555162187,3322555162194
26,28,3322554985259,3322554986290,3322555168968,3322555169346,3322555169353
27,29,3322554985695,3322554986722,3322555176150,3322555176528,3322555176536
28,30,3322554986132,3322554986722,3322555183317,3322555183693,3322555183700
29,31,3322554986565,3322554987153,3322555190463,3322555190805,3322555190812
30,0,3322554986996,3322554987586,3322555197545,3322555197922,3322555197929
31,1,3322554987428,3322554988014,3322555204739,3322555205119,3322555205126
32,2,3322555205293,3322555205924,3322555212649,3322555213026,3322555213033
33,3,3322555205451,3322555205608,3322555213041,3322555213400,3322555213405
