item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322554681445,3322554681446,3322554681446,3322554682376,3322554689855,3322554690447,3322554690447,1,930,592,9001
1,1,1,3322554681765,3322554681765,3322554681765,3322554682387,3322554696819,3322554697409,3322554697409,0,622,590,15644
2,2,1,3322554681840,3322554681841,3322554681841,3322554682391,3322554703742,3322554704336,3322554704336,1,550,594,22495
3,3,1,3322554681864,3322554681864,3322554681864,3322554682394,3322554710672,3322554711258,3322554711258,0,530,586,29394
4,4,1,3322554682159,3322554682159,3322554682159,3322554682881,3322554717639,3322554718232,3322554718232,0,722,593,36073
5,5,1,3322554682174,3322554682174,3322554682174,3322554682886,3322554724606,3322554725196,3322554725196,0,712,590,43022
6,6,1,3322554682184,3322554682184,3322554682184,3322554682889,3322554731518,3322554732107,3322554732107,0,705,589,49923
7,7,1,3322554682199,3322554682199,3322554682199,3322554683444,3322554738478,3322554739070,3322554739070,0,1245,592,56871
8,8,1,3322554682718,3322554682718,3322554682718,3322554683449,3322554745385,3322554745980,3322554745980,0,731,595,63262
9,9,1,3322554682732,3322554682733,3322554682733,3322554683991,3322554752359,3322554752956,3322554752956,1,1258,597,70223
10,10,1,3322554682743,3322554682743,3322554682743,3322554683996,3322554759288,3322554759885,3322554759885,0,1253,597,77142
11,11,1,3322554682752,3322554682752,3322554682752,3322554684000,3322554766220,3322554766806,3322554766806,0,1248,586,84054
12,12,1,3322554683205,3322554683205,3322554683205,3322554684003,3322554773147,3322554773741,3322554773741,0,798,594,90536
13,13,1,3322554683219,3322554683219,3322554683219,3322554684006,3322554780084,3322554780671,3322554780672,0,787,587,97452
14,14,1,3322554683250,3322554683250,3322554683250,3322554684009,3322554787002,3322554787596,3322554787596,0,759,594,104346
15,15,1,3322554683265,3322554683265,3322554683265,3322554684012,3322554793932,3322554794523,3322554794524,0,747,591,111258
16,16,1,3322554683786,3322554683786,3322554683786,3322554684534,3322554800820,3322554801410,3322554801411,0,748,590,117624
17,17,1,3322554683799,3322554683799,3322554683799,3322554684543,3322554807738,3322554808339,3322554808339,0,744,601,124540
18,18,1,3322554683809,3322554683809,3322554683809,3322554684546,3322554814652,3322554815241,3322554815241,0,737,589,131432
19,19,1,3322554683817,3322554683817,3322554683817,3322554685091,3322554821612,3322554822214,3322554822214,0,1274,602,138397
20,20,1,3322554684325,3322554684325,3322554684325,3322554685095,3322554828501,3322554829093,3322554829093,0,770,592,144768
21,21,1,3322554684342,3322554684342,3322554684342,3322554685098,3322554835447,3322554836037,3322554836037,0,756,590,151695
22,22,1,3322554684352,3322554684353,3322554684353,3322554685102,3322554842413,3322554842969,3322554842970,1,749,556,158616
23,23,1,3322554684362,3322554684362,3322554684362,3322554685105,3322554849239,3322554849825,3322554849826,0,743,586,165463
24,24,1,3322554684886,3322554684886,3322554684886,3322554685649,3322554856108,3322554856698,3322554856698,0,763,590,171812
25,25,1,3322554684900,3322554684900,3322554684900,3322554685654,3322554863044,3322554863637,3322554863637,0,754,593,178737
26,26,1,3322554684909,3322554684909,3322554684909,3322554686149,3322554869991,3322554870594,3322554870594,0,1240,603,185685
27,27,1,3322554684918,3322554684918,3322554684918,3322554686154,3322554876954,3322554877550,3322554877551,0,1236,596,192632
28,28,1,3322554685417,3322554685417,3322554685417,3322554686157,3322554883878,3322554884465,3322554884466,0,740,587,199048
29,29,1,3322554685436,3322554685436,3322554685436,3322554686160,3322554890843,3322554891425,3322554891426,0,724,582,205989
30,30,1,3322554685447,3322554685448,3322554685448,3322554686163,3322554897798,3322554898394,3322554898394,1,715,596,212946
31,31,1,3322554685465,3322554685465,3322554685465,3322554686166,3322554904779,3322554905094,3322554905094,0,701,315,219629
32,0,1,3322554905251,3322554905251,3322554905251,3322554905717,3322554912499,3322554912826,3322554912826,0,466,327,7575
33,1,1,3322554905320,3322554905320,3322554905320,3322554905725,3322554912665,3322554912826,3322554912826,0,405,161,7506
