item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322251861954,3322251862758,3322251869531,3322251869741,3322251869749
1,3,3322251862118,3322251863196,3322251876544,3322251876726,3322251876732
2,4,3322251862280,3322251863196,3322251883500,3322251883678,3322251883683
3,5,3322251862441,3322251863196,3322251890435,3322251890614,3322251890619
4,6,3322251862602,3322251863631,3322251897381,3322251897561,3322251897566
5,7,3322251863038,3322251864064,3322251904266,3322251904444,3322251904449
6,8,3322251863475,3322251864495,3322251911213,3322251911392,3322251911397
7,9,3322251863907,3322251864930,3322251918179,3322251918359,3322251918364
8,10,3322251864339,3322251864930,3322251925156,3322251925334,3322251925340
9,11,3322251864773,3322251865362,3322251932061,3322251932242,3322251932247
10,12,3322251865205,3322251865771,3322251939037,3322251939218,3322251939223
11,13,3322251865646,3322251866204,3322251945978,3322251946159,3322251946165
12,14,3322251866046,3322251866639,3322251952878,3322251953055,3322251953060
13,15,3322251866482,3322251867071,3322251959841,3322251960021,3322251960026
14,16,3322251866914,3322251867501,3322251966783,3322251966962,3322251966968
15,17,3322251867345,3322251867934,3322251973726,3322251973908,3322251973914
16,18,3322251867777,3322251868371,3322251980630,3322251980897,3322251980902
17,19,3322251868213,3322251868800,3322251987661,3322251987840,3322251987846
18,20,3322251868642,3322251869736,3322251994574,3322251994751,3322251994756
19,21,3322251869076,3322251870210,3322252001498,3322252001677,3322252001682
20,22,3322251869574,3322251870210,3322252008445,3322252008621,3322252008626
21,23,3322251870049,3322251870637,3322252015405,3322252015585,3322252015591
22,24,3322251870486,3322251871076,3322252022335,3322252022514,3322252022520
23,25,3322251870919,3322251871511,3322252029316,3322252029496,3322252029502
24,26,3322251871354,3322251871946,3322252036286,3322252036499,3322252036506
25,27,3322251871788,3322251872377,3322252043309,3322252043489,3322252043495
26,28,3322251872220,3322251872812,3322252050243,3322252050422,3322252050428
27,29,3322251872654,3322251873673,3322252057128,3322252057307,3322252057313
28,30,3322251873084,3322251873673,3322252064107,3322252064288,3322252064293
29,31,3322251873516,3322251874111,3322252071063,3322252071240,3322252071245
30,0,3322251873953,3322251874546,3322252077955,3322252078133,3322252078139
31,1,3322251874387,3322251874976,3322252084899,3322252085079,3322252085085
32,2,3322252085251,3322252086003,3322252092633,3322252092811,3322252092817
33,3,3322252085375,3322252085532,3322252092824,3322252092994,3322252092998
