Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5223,12.28,1788521719850948.670	,1788521719850960.950	
2,N/A,MEMCPY_ASYNC,2,5224,2.16,1788521719851036.590	,1788521719851038.750	
2,trans_Cast_50,KERNEL_AIVEC,2,5225,1.32,1788521719851049.290	,1788521719851050.610	
2,DropOutGenMask36/Sub,KERNEL_AIVEC,2,5226,1.52,1788521719851072.890	,1788521719851074.410	
2,trans_Cast_51,KERNEL_AIVEC,2,5227,1.22,1788521719851096.070	,1788521719851097.290	
2,N/A,MEMCPY_ASYNC,2,5228,2.12,1788521719851113.710	,1788521719851115.830	
2,DropOutGenMask36/DSAGENBITMASK,STARS_COMMON,2,5229,7.3,1788521719851115.990	,1788521719851123.290	
2,N/A,MEMCPY_ASYNC,2,5230,0.9,1788521719851128.510	,1788521719851129.410	
2,DropOutDoMask12,KERNEL_AIVEC,2,5231,8.76,1788521719851213.610	,1788521719851222.370	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5232,8.58,1788521719851248.110	,1788521719851256.690	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5233,7.4,1788521719851281.530	,1788521719851288.930	
2,LayerNorm6,KERNEL_AIVEC,2,5234,25.74,1788521719851369.910	,1788521719851395.650	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5235,7.64,1788521719851404.030	,1788521719851411.670	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5236,14.42,1788521719851427.490	,1788521719851441.910	
2,aclnnMm_MatMulCommon_MatMulV2,KERNEL_AICORE,2,5237,25.18,1788521719851450.910	,1788521719851476.090	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5238,1.56,1788521719851484.470	,1788521719851486.030	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5239,11.0,1788521719851507.610	,1788521719851518.610	
2,aclnnGelu_Gelu_Gelu,KERNEL_AIVEC,2,5240,18.98,1788521719851530.850	,1788521719851549.830	
