item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,9,3320780696823,3320780698475,3320780716038,3320780716440,3320780716450
1,10,3320780697001,3320780716262,3320780734093,3320780734456,3320780734464
2,11,3320780697175,3320780716263,3320780752102,3320780752459,3320780752467
3,12,3320780697348,3320780716265,3320780770135,3320780770605,3320780770613
4,13,3320780697520,3320780716434,3320780788252,3320780788611,3320780788619
5,14,3320780697692,3320780716435,3320780806259,3320780806615,3320780806624
6,15,3320780697832,3320780716437,3320780824255,3320780824612,3320780824620
7,0,3320780698005,3320780716439,3320780842209,3320780842563,3320780842570
8,1,3320780698163,3320780716432,3320780842582,3320780842755,3320780842760
