item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322415908246,3322415908246,3322415908246,3322415950230,3322416059439,3322416062943,3322416062943,0,41984,3504,154697
1,1,1,3322415908246,3322415908246,3322415908246,3322416101355,3322416210653,3322416214126,3322416214126,0,193109,3473,305880
2,2,1,3322415908246,3322415908246,3322415908246,3322416252108,3322416360983,3322416364407,3322416364408,0,343862,3424,456161
3,3,1,3322415908246,3322415908246,3322415908246,3322416402560,3322416511838,3322416515342,3322416515342,0,494314,3504,607096
4,4,1,3322415908422,3322415908422,3322415908422,3322416553664,3322416662441,3322416665911,3322416665911,0,645242,3470,757489
5,5,1,3322415908422,3322415908422,3322415908422,3322416703896,3322416813027,3322416816338,3322416816338,0,795474,3311,907916
6,6,1,3322415908422,3322415908422,3322415908422,3322416854458,3322416963209,3322416966470,3322416966470,0,946036,3261,1058048
7,7,1,3322415908422,3322415908423,3322415908423,3322417004647,3322417113331,3322417116770,3322417116771,1,1096224,3439,1208347
8,8,1,3322415908591,3322415908591,3322415908591,3322417154912,3322417263833,3322417267113,3322417267113,0,1246321,3280,1358522
9,9,1,3322415908591,3322415908591,3322415908591,3322417305213,3322417414006,3322417417344,3322417417344,0,1396622,3338,1508753
10,10,1,3322415908591,3322415908591,3322415908591,3322417455478,3322417564488,3322417567801,3322417567801,0,1546887,3313,1659210
11,11,1,3322415908591,3322415908592,3322415908592,3322417606746,3322417715416,3322417718777,3322417718778,1,1698154,3361,1810185
12,12,1,3322415908757,3322415908758,3322415908758,3322417757699,3322417866445,3322417869780,3322417869780,1,1848941,3335,1961022
13,13,1,3322415908758,3322415908758,3322415908758,3322417908834,3322418017783,3322418021118,3322418021119,0,2000076,3335,2112360
14,14,1,3322415908758,3322415908758,3322415908758,3322418060232,3322418169259,3322418172600,3322418172601,0,2151474,3341,2263842
15,15,1,3322415908758,3322415908758,3322415908758,3322418211752,3322418320615,3322418323976,3322418323976,0,2302994,3361,2415218
16,0,1,3322418324132,3322418324133,3322418324133,3322418365738,3322418474917,3322418478210,3322418478210,1,41605,3293,154077
17,1,1,3322418324133,3322418324133,3322418324133,3322418474918,3322418475083,3322418478211,3322418478211,0,150785,3128,154078
