item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,1,3320762487616,3320762488416,3320762492775,3320762492976,3320762492984
1,2,3320762487781,3320762492970,3320762497321,3320762497504,3320762497510
2,3,3320762487942,3320762492971,3320762501824,3320762502007,3320762502013
3,0,3320762488103,3320762492971,3320762506364,3320762506546,3320762506551
4,1,3320762497341,3320762502006,3320762510850,3320762511037,3320762511042
5,2,3320762501843,3320762506544,3320762515381,3320762515558,3320762515563
6,3,3320762506382,3320762511036,3320762519919,3320762520093,3320762520098
7,0,3320762510868,3320762515556,3320762524446,3320762524619,3320762524624
8,1,3320762515395,3320762515556,3320762524633,3320762524802,3320762524807
