item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,0,3320824399763,3320824402805,0,0,3320824475408
1,0,3320824475474,3320824478650,0,0,3320824549782
2,0,3320824549842,3320824552889,0,0,3320824624046
3,0,3320824624107,3320824627109,0,0,3320824698559
4,0,3320824698620,3320824701991,0,0,3320824773147
5,0,3320824773206,3320824776250,0,0,3320824847162
6,0,3320824847220,3320824850259,0,0,3320824921269
7,0,3320824921328,3320824924247,0,0,3320824995628
8,0,3320824995633,3320824995797,0,0,3320824995808
