item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322358996528,3322358997161,0,0,3322359006393
1,3,3322358996688,3322358997602,0,0,3322359015481
2,4,3322358996847,3322358998032,0,0,3322359024569
3,5,3322358997007,3322358998032,0,0,3322359033614
4,6,3322358997447,3322358998475,0,0,3322359042638
5,7,3322358997877,3322358998475,0,0,3322359051810
6,8,3322358998321,3322358998918,0,0,3322359060843
7,9,3322358998761,3322358999347,0,0,3322359069953
8,10,3322358999191,3322359000215,0,0,3322359078937
9,11,3322358999625,3322359000215,0,0,3322359087988
10,12,3322359000060,3322359000645,0,0,3322359097056
11,13,3322359000490,3322359001076,0,0,3322359106189
12,14,3322359000920,3322359001950,0,0,3322359115319
13,15,3322359001362,3322359001950,0,0,3322359124373
14,16,3322359001796,3322359002385,0,0,3322359133483
15,17,3322359002230,3322359002815,0,0,3322359142595
16,18,3322359002660,3322359003248,0,0,3322359151703
17,19,3322359003093,3322359004114,0,0,3322359160835
18,20,3322359003524,3322359004114,0,0,3322359169876
19,21,3322359003958,3322359004443,0,0,3322359179009
20,22,3322359004124,3322359004937,0,0,3322359188137
21,23,3322359004289,3322359005432,0,0,3322359197176
22,24,3322359004452,3322359005761,0,0,3322359206214
23,25,3322359004617,3322359007250,0,0,3322359215270
24,26,3322359004782,3322359007677,0,0,3322359224244
25,27,3322359004947,3322359005925,0,0,3322359233326
26,28,3322359005110,3322359006388,0,0,3322359242409
27,29,3322359005274,3322359006229,0,0,3322359251476
28,30,3322359005443,3322359006822,0,0,3322359260542
29,31,3322359005607,3322359006823,0,0,3322359269631
30,0,3322359005771,3322359006823,0,0,3322359278699
31,1,3322359005935,3322359006823,0,0,3322359287892
32,2,3322359288055,3322359288673,0,0,3322359297770
33,3,3322359288209,3322359288519,0,0,3322359297929
