item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322584788416,3322584788417,3322584788417,3322584789596,3322584818366,3322584819385,3322584819386,1,1179,1019,30968
1,1,1,3322584788795,3322584788795,3322584788795,3322584789607,3322584846146,3322584847167,3322584847168,0,812,1021,58372
2,2,1,3322584788822,3322584788822,3322584788822,3322584790186,3322584873861,3322584874889,3322584874889,0,1364,1028,86067
3,3,1,3322584788839,3322584788839,3322584788839,3322584790735,3322584901604,3322584902623,3322584902624,0,1896,1019,113784
4,4,1,3322584789061,3322584789061,3322584789061,3322584790740,3322584929332,3322584930349,3322584930349,0,1679,1017,141288
5,5,1,3322584789079,3322584789079,3322584789079,3322584790744,3322584957016,3322584958024,3322584958025,0,1665,1008,168945
6,6,1,3322584789094,3322584789094,3322584789094,3322584791404,3322584984667,3322584985688,3322584985689,0,2310,1021,196594
7,7,1,3322584789112,3322584789112,3322584789112,3322584791410,3322585012317,3322585013328,3322585013329,0,2298,1011,224216
8,8,1,3322584789376,3322584789376,3322584789376,3322584791413,3322585040048,3322585041055,3322585041055,0,2037,1007,251679
9,9,1,3322584789394,3322584789394,3322584789394,3322584791978,3322585067726,3322585068760,3322585068761,0,2584,1034,279366
10,10,1,3322584789408,3322584789408,3322584789408,3322584791983,3322585095445,3322585096480,3322585096480,0,2575,1035,307072
11,11,1,3322584789421,3322584789421,3322584789421,3322584791986,3322585123032,3322585124052,3322585124053,0,2565,1020,334631
12,12,1,3322584789958,3322584789958,3322584789958,3322584792543,3322585150714,3322585151727,3322585151727,0,2585,1013,361769
13,13,1,3322584789978,3322584789978,3322584789978,3322584792548,3322585178478,3322585179500,3322585179500,0,2570,1022,389522
14,14,1,3322584789994,3322584789994,3322584789994,3322584792551,3322585206234,3322585207249,3322585207250,0,2557,1015,417255
15,15,1,3322584790008,3322584790008,3322584790008,3322584793052,3322585233942,3322585234965,3322585234965,0,3044,1023,444957
16,16,1,3322584790512,3322584790513,3322584790513,3322584793057,3322585261613,3322585262632,3322585262633,1,2544,1019,472119
17,17,1,3322584790531,3322584790531,3322584790531,3322584793060,3322585289190,3322585290207,3322585290207,0,2529,1017,499676
18,18,1,3322584790545,3322584790546,3322584790546,3322584793541,3322585316950,3322585317974,3322585317974,1,2995,1024,527428
19,19,1,3322584790558,3322584790558,3322584790558,3322584793546,3322585344668,3322585345694,3322585345694,0,2988,1026,555136
20,20,1,3322584791076,3322584791076,3322584791076,3322584793549,3322585372416,3322585373441,3322585373442,0,2473,1025,582365
21,21,1,3322584791095,3322584791095,3322584791095,3322584794020,3322585400113,3322585401143,3322585401143,0,2925,1030,610048
22,22,1,3322584791109,3322584791109,3322584791109,3322584794025,3322585427903,3322585428907,3322585428907,0,2916,1004,637798
23,23,1,3322584791122,3322584791122,3322584791122,3322584794504,3322585455669,3322585456699,3322585456699,0,3382,1030,665577
24,24,1,3322584791750,3322584791750,3322584791750,3322584794508,3322585483284,3322585484300,3322585484301,0,2758,1016,692550
25,25,1,3322584791770,3322584791770,3322584791770,3322584794994,3322585510991,3322585512008,3322585512009,0,3224,1017,720238
26,26,1,3322584791784,3322584791784,3322584791784,3322584794999,3322585538551,3322585539570,3322585539571,0,3215,1019,747786
27,27,1,3322584791796,3322584791796,3322584791796,3322584795002,3322585566067,3322585567090,3322585567091,0,3206,1023,775294
28,28,1,3322584792320,3322584792320,3322584792320,3322584795472,3322585593746,3322585594767,3322585594768,0,3152,1021,802447
29,29,1,3322584792339,3322584792339,3322584792339,3322584795477,3322585621204,3322585622230,3322585622230,0,3138,1026,829891
30,30,1,3322584792353,3322584792353,3322584792353,3322584795943,3322585648815,3322585649834,3322585649835,0,3590,1019,857481
31,31,1,3322584792365,3322584792365,3322584792365,3322584795948,3322585676552,3322585677455,3322585677456,0,3583,903,885090
32,0,1,3322585677613,3322585677613,3322585677613,3322585678357,3322585705796,3322585706741,3322585706741,0,744,945,29128
33,1,1,3322585677730,3322585677730,3322585677730,3322585678370,3322585705959,3322585706741,3322585706741,0,640,782,29011
