item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322707715567,3322707715567,3322707715567,3322707726066,3322707753319,3322707754330,3322707754330,0,10499,1011,38763
1,1,1,3322707715567,3322707715567,3322707715567,3322707763788,3322707790948,3322707791958,3322707791959,0,48221,1010,76391
2,2,1,3322707715568,3322707715568,3322707715568,3322707801405,3322707828230,3322707829242,3322707829242,0,85837,1012,113674
3,3,1,3322707715568,3322707715568,3322707715568,3322707838713,3322707865670,3322707866681,3322707866681,0,123145,1011,151113
4,4,1,3322707715744,3322707715744,3322707715744,3322707876102,3322707903137,3322707904155,3322707904155,0,160358,1018,188411
5,5,1,3322707715744,3322707715744,3322707715744,3322707913492,3322707940426,3322707941425,3322707941425,0,197748,999,225681
6,6,1,3322707715744,3322707715744,3322707715744,3322707950735,3322707977853,3322707978700,3322707978700,0,234991,847,262956
7,7,1,3322707715745,3322707715745,3322707715745,3322707988323,3322708015149,3322708016094,3322708016094,0,272578,945,300349
8,0,1,3322708016251,3322708016251,3322708016251,3322708026786,3322708053655,3322708054577,3322708054577,0,10535,922,38326
9,1,1,3322708016252,3322708016252,3322708016252,3322708053656,3322708053818,3322708054577,3322708054577,0,37404,759,38325
