# started on Thu Sep 10 01:06:01 2026

669.90,msec,task-clock,669896920,100.00,0.688,CPUs utilized
870,,context-switches,669896920,100.00,0.001,M/sec
0,,cpu-migrations,669896920,100.00,0.000,K/sec
3768,,page-faults,669896920,100.00,0.006,M/sec
1740269484,,cycles,670386200,100.00,2.598,GHz
2285299830,,instructions,670386200,100.00,1.31,insn per cycle
<not supported>,,branches,0,100.00,,
1314701,,branch-misses,670386200,100.00,,
