item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322255618314,3322255618315,3322255618315,3322255618878,3322255627143,3322255627726,3322255627726,1,563,583,9411
1,1,1,3322255618615,3322255618615,3322255618615,3322255618887,3322255634049,3322255634635,3322255634635,0,272,586,16020
2,2,1,3322255618638,3322255618638,3322255618638,3322255618891,3322255640970,3322255641560,3322255641560,0,253,590,22922
3,3,1,3322255618692,3322255618692,3322255618692,3322255618897,3322255647937,3322255648521,3322255648521,0,205,584,29829
4,4,1,3322255619188,3322255619188,3322255619188,3322255619401,3322255655135,3322255655717,3322255655717,0,213,582,36529
5,5,1,3322255619203,3322255619203,3322255619203,3322255619410,3322255662089,3322255662674,3322255662674,0,207,585,43471
6,6,1,3322255619214,3322255619214,3322255619214,3322255619418,3322255669022,3322255669608,3322255669609,0,204,586,50394
7,7,1,3322255619227,3322255619227,3322255619227,3322255619935,3322255675969,3322255676564,3322255676564,0,708,595,57337
8,8,1,3322255619701,3322255619701,3322255619701,3322255619944,3322255682899,3322255683493,3322255683493,0,243,594,63792
9,9,1,3322255619716,3322255619716,3322255619716,3322255619948,3322255689869,3322255690462,3322255690463,0,232,593,70746
10,10,1,3322255619726,3322255619726,3322255619726,3322255619953,3322255696803,3322255697391,3322255697391,0,227,588,77665
11,11,1,3322255619756,3322255619756,3322255619756,3322255619958,3322255703770,3322255704359,3322255704360,0,202,589,84603
12,12,1,3322255620231,3322255620231,3322255620231,3322255620439,3322255710694,3322255711283,3322255711283,0,208,589,91052
13,13,1,3322255620245,3322255620245,3322255620245,3322255620445,3322255717614,3322255718210,3322255718210,0,200,596,97965
14,14,1,3322255620255,3322255620255,3322255620255,3322255620452,3322255724540,3322255725125,3322255725125,0,197,585,104870
15,15,1,3322255620265,3322255620265,3322255620265,3322255620968,3322255731457,3322255732045,3322255732046,0,703,588,111780
16,16,1,3322255620731,3322255620731,3322255620731,3322255620977,3322255738334,3322255738922,3322255738922,0,246,588,118191
17,17,1,3322255620745,3322255620745,3322255620745,3322255620981,3322255745279,3322255745867,3322255745867,0,236,588,125122
18,18,1,3322255620775,3322255620775,3322255620775,3322255620985,3322255752217,3322255752808,3322255752808,0,210,591,132033
19,19,1,3322255620790,3322255620790,3322255620790,3322255620989,3322255759129,3322255759716,3322255759717,0,199,587,138926
20,20,1,3322255621265,3322255621265,3322255621265,3322255621477,3322255766062,3322255766647,3322255766647,0,212,585,145382
21,21,1,3322255621279,3322255621279,3322255621279,3322255621486,3322255772950,3322255773533,3322255773533,0,207,583,152254
22,22,1,3322255621290,3322255621290,3322255621290,3322255621493,3322255779871,3322255780458,3322255780458,0,203,587,159168
23,23,1,3322255621300,3322255621301,3322255621301,3322255622061,3322255786748,3322255787338,3322255787338,1,760,590,166037
24,24,1,3322255621818,3322255621818,3322255621818,3322255622066,3322255793672,3322255794262,3322255794262,0,248,590,172444
25,25,1,3322255621835,3322255621835,3322255621835,3322255622070,3322255800632,3322255801221,3322255801222,0,235,589,179386
26,26,1,3322255621863,3322255621864,3322255621864,3322255622075,3322255807575,3322255808121,3322255808121,1,211,546,186257
27,27,1,3322255621879,3322255621879,3322255621879,3322255622079,3322255814440,3322255815024,3322255815024,0,200,584,193145
28,28,1,3322255622353,3322255622353,3322255622353,3322255622560,3322255821358,3322255821971,3322255821971,0,207,613,199618
29,29,1,3322255622367,3322255622367,3322255622367,3322255622569,3322255828223,3322255828807,3322255828807,0,202,584,206440
30,30,1,3322255622378,3322255622378,3322255622378,3322255622577,3322255835184,3322255835773,3322255835773,0,199,589,213395
31,31,1,3322255622387,3322255622387,3322255622387,3322255623110,3322255842092,3322255842678,3322255842679,0,723,586,220291
32,32,1,3322255622856,3322255622857,3322255622857,3322255623116,3322255849014,3322255849608,3322255849608,1,259,594,226751
33,33,1,3322255622870,3322255622870,3322255622870,3322255623119,3322255855952,3322255856542,3322255856542,0,249,590,233672
34,34,1,3322255622920,3322255622920,3322255622920,3322255623124,3322255862916,3322255863498,3322255863498,0,204,582,240578
35,35,1,3322255622935,3322255622935,3322255622935,3322255623128,3322255869838,3322255870431,3322255870431,0,193,593,247496
36,36,1,3322255623407,3322255623407,3322255623407,3322255623614,3322255876763,3322255877352,3322255877353,0,207,589,253945
37,37,1,3322255623420,3322255623420,3322255623420,3322255623623,3322255883660,3322255884243,3322255884243,0,203,583,260823
38,38,1,3322255623431,3322255623431,3322255623431,3322255623630,3322255890578,3322255891164,3322255891164,0,199,586,267733
39,39,1,3322255623440,3322255623441,3322255623441,3322255624171,3322255897490,3322255898097,3322255898097,1,730,607,274656
40,40,1,3322255623917,3322255623917,3322255623917,3322255624176,3322255904436,3322255905027,3322255905027,0,259,591,281110
41,41,1,3322255623963,3322255623963,3322255623963,3322255624181,3322255911361,3322255911947,3322255911948,0,218,586,287984
42,42,1,3322255623980,3322255623980,3322255623980,3322255624187,3322255918295,3322255918886,3322255918886,0,207,591,294906
43,43,1,3322255623996,3322255623996,3322255623996,3322255624191,3322255925221,3322255925810,3322255925811,0,195,589,301814
44,44,1,3322255624466,3322255624467,3322255624467,3322255624681,3322255932079,3322255932665,3322255932665,1,214,586,308198
45,45,1,3322255624481,3322255624481,3322255624481,3322255624690,3322255938952,3322255939538,3322255939539,0,209,586,315057
46,46,1,3322255624492,3322255624492,3322255624492,3322255624697,3322255945904,3322255946496,3322255946496,0,205,592,322004
47,47,1,3322255624502,3322255624502,3322255624502,3322255625261,3322255952835,3322255953430,3322255953430,0,759,595,328928
48,48,1,3322255624978,3322255624978,3322255624978,3322255625266,3322255959777,3322255960361,3322255960361,0,288,584,335383
49,49,1,3322255625008,3322255625008,3322255625008,3322255625270,3322255966697,3322255967289,3322255967289,0,262,592,342281
50,50,1,3322255625020,3322255625020,3322255625020,3322255625276,3322255973457,3322255974060,3322255974060,0,256,603,349040
51,51,1,3322255625084,3322255625084,3322255625084,3322255625280,3322255980352,3322255980936,3322255980936,0,196,584,355852
52,52,1,3322255625557,3322255625557,3322255625557,3322255625777,3322255987159,3322255987747,3322255987747,0,220,588,362190
53,53,1,3322255625571,3322255625571,3322255625571,3322255625785,3322255994045,3322255994596,3322255994596,0,214,551,369025
54,54,1,3322255625585,3322255625585,3322255625585,3322255625792,3322256000845,3322256001428,3322256001428,0,207,583,375843
55,55,1,3322255625595,3322255625595,3322255625595,3322255626297,3322256007728,3322256008313,3322256008314,0,702,585,382718
56,56,1,3322255626073,3322255626074,3322255626074,3322255626306,3322256014629,3322256015207,3322256015207,1,232,578,389133
57,57,1,3322255626101,3322255626101,3322255626101,3322255626315,3322256021459,3322256022049,3322256022049,0,214,590,395948
58,58,1,3322255626113,3322255626113,3322255626113,3322255626323,3322256028340,3322256028886,3322256028886,0,210,546,402773
59,59,1,3322255626122,3322255626123,3322255626123,3322255626808,3322256035197,3322256035779,3322256035780,1,685,582,409656
60,60,1,3322255626602,3322255626602,3322255626602,3322255626817,3322256042074,3322256042657,3322256042657,0,215,583,416055
61,61,1,3322255626616,3322255626616,3322255626616,3322255626825,3322256048899,3322256049484,3322256049484,0,209,585,422868
62,62,1,3322255626626,3322255626626,3322255626626,3322255626833,3322256055779,3322256056367,3322256056367,0,207,588,429741
63,63,1,3322255626636,3322255626636,3322255626636,3322255626849,3322256062579,3322256062892,3322256062892,0,213,313,436256
64,0,1,3322256063048,3322256063048,3322256063048,3322256063317,3322256069954,3322256070273,3322256070273,0,269,319,7225
65,1,1,3322256063129,3322256063130,3322256063130,3322256063326,3322256070116,3322256070273,3322256070273,1,196,157,7143
