item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3320827528098,3320827528099,3320827528099,3320827530227,3320827818459,3320827821975,3320827821976,1,2128,3516,293876
1,1,1,3320827600523,3320827600523,3320827600523,3320827602673,3320827818525,3320827894910,3320827894911,0,2150,76385,294387
2,2,1,3320827673294,3320827673295,3320827673295,3320827675447,3320827818586,3320827967211,3320827967212,1,2152,148625,293916
3,3,1,3320827745823,3320827745824,3320827745824,3320827747961,3320827818781,3320828039970,3320828039970,1,2137,221189,294146
4,0,1,3320827821977,3320827821977,3320827821977,3320827824165,3320827894990,3320828112908,3320828112909,0,2188,217918,290931
5,1,1,3320827894990,3320827894990,3320827894990,3320827897186,3320827967280,3320828113166,3320828113167,0,2196,145886,218176
6,2,1,3320827967281,3320827967281,3320827967281,3320827969446,3320828040040,3320828113343,3320828113343,0,2165,73303,146062
7,3,1,3320828040040,3320828040040,3320828040040,3320828042220,3320828112978,3320828116477,3320828116477,0,2180,3499,76437
8,0,1,3320828112978,3320828112979,3320828112979,3320828112980,3320828113169,3320828116477,3320828116477,1,1,3308,3498
