item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322636975342,3322636979396,3322637091569,3322637093173,3322637093187
1,3,3322636975573,3322636983818,3322637203978,3322637205470,3322637205480
2,4,3322636975800,3322636985149,3322637316015,3322637317549,3322637317559
3,5,3322636975977,3322636986920,3322637428262,3322637429804,3322637429814
4,23,3322636978919,3322636990927,3322637538603,3322637540095,3322637540104
5,31,3322636981889,3322636992259,3322637668353,3322637670038,3322637670048
6,9,3322636984545,3322636994026,3322637780760,3322637782268,3322637782277
7,14,3322636986762,3322636998044,3322637892289,3322637893822,3322637893831
8,20,3322636989440,3322636999830,3322638003375,3322638004905,3322638004915
9,27,3322636992099,3322637002047,3322638132450,3322638134280,3322638134288
10,1,3322636994322,3322637005184,3322638244884,3322638246406,3322638246416
11,13,3322636997434,3322637006974,3322638356377,3322638357895,3322638357904
12,18,3322636999221,3322637009193,3322638467523,3322638469046,3322638469055
13,25,3322637001449,3322637012748,3322638578425,3322638579937,3322638579946
14,7,3322637004576,3322637014509,3322638690956,3322638692455,3322638692464
15,15,3322637006814,3322637016295,3322638801653,3322638803147,3322638803156
16,22,3322637009036,3322637019830,3322638912591,3322638914070,3322638914078
17,6,3322637012143,3322637021610,3322639024870,3322639026399,3322639026408
18,12,3322637013912,3322637024267,3322639135917,3322639137381,3322639137391
19,24,3322637016134,3322637027390,3322639246938,3322639248460,3322639248469
20,10,3322637019225,3322637029167,3322639359228,3322639360738,3322639360748
21,21,3322637021452,3322637031392,3322639470706,3322639472225,3322639472256
22,8,3322637024106,3322637034493,3322639582576,3322639584103,3322639584112
23,26,3322637026332,3322637036259,3322639712111,3322639713968,3322639713977
24,11,3322637028570,3322637039804,3322639823684,3322639825520,3322639825530
25,30,3322637031234,3322637041596,3322639953282,3322639954961,3322639954970
26,28,3322637033452,3322637043366,3322640082633,3322640084332,3322640084342
27,19,3322637035676,3322637047341,3322640194015,3322640195532,3322640195541
28,16,3322637038755,3322637049090,3322640305088,3322640306611,3322640306619
29,29,3322637040994,3322637050810,3322640434453,3322640436140,3322640436149
30,0,3322637043208,3322637053416,3322640546275,3322640547807,3322640547817
31,17,3322637046306,3322637054281,3322640657561,3322640659060,3322640659070
32,2,3322640659301,3322640662295,3322640772892,3322640774380,3322640774389
33,3,3322640659462,3322640661981,3322640774398,3322640774755,3322640774760
