item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322632271587,3322632271588,3322632271588,3322632273813,3322632386093,3322632389722,3322632389723,1,2225,3629,118134
1,1,1,3322632271932,3322632271933,3322632271933,3322632274818,3322632497181,3322632500790,3322632500790,1,2885,3609,228857
2,2,1,3322632272150,3322632272150,3322632272150,3322632275756,3322632608343,3322632611954,3322632611955,0,3606,3611,339804
3,3,1,3322632272164,3322632272164,3322632272164,3322632276222,3322632719639,3322632723259,3322632723259,0,4058,3620,451095
4,4,1,3322632272359,3322632272359,3322632272359,3322632277127,3322632830761,3322632834381,3322632834381,0,4768,3620,562022
5,5,1,3322632272375,3322632272375,3322632272375,3322632278061,3322632941875,3322632945526,3322632945526,0,5686,3651,673151
6,6,1,3322632272388,3322632272389,3322632272389,3322632279009,3322633053058,3322633056644,3322633056644,1,6620,3586,784255
7,7,1,3322632272406,3322632272407,3322632272407,3322632279480,3322633163744,3322633167367,3322633167367,1,7073,3623,894960
8,8,1,3322632272587,3322632272587,3322632272587,3322632280419,3322633274470,3322633278082,3322633278082,0,7832,3612,1005495
9,9,1,3322632272602,3322632272602,3322632272602,3322632281359,3322633384891,3322633388533,3322633388533,0,8757,3642,1115931
10,10,1,3322632272616,3322632272616,3322632272616,3322632281832,3322633495548,3322633499169,3322633499169,0,9216,3621,1226553
11,11,1,3322632272629,3322632272629,3322632272629,3322632282744,3322633605444,3322633609064,3322633609064,0,10115,3620,1336435
12,12,1,3322632272816,3322632272816,3322632272816,3322632283653,3322633715636,3322633719268,3322633719268,0,10837,3632,1446452
13,13,1,3322632272832,3322632272832,3322632272832,3322632284558,3322633825937,3322633829553,3322633829553,0,11726,3616,1556721
14,14,1,3322632272845,3322632272846,3322632272846,3322632285026,3322633936376,3322633939988,3322633939988,1,12180,3612,1667142
15,15,1,3322632272858,3322632272858,3322632272858,3322632285931,3322634046324,3322634049951,3322634049952,0,13073,3627,1777093
16,16,1,3322632273035,3322632273035,3322632273035,3322632286849,3322634156318,3322634159903,3322634159904,0,13814,3585,1886868
17,17,1,3322632273051,3322632273051,3322632273051,3322632287293,3322634266613,3322634270185,3322634270185,0,14242,3572,1997134
18,18,1,3322632273063,3322632273063,3322632273063,3322632288204,3322634376806,3322634380375,3322634380376,0,15141,3569,2107312
19,19,1,3322632273076,3322632273077,3322632273077,3322632289108,3322634486851,3322634490396,3322634490396,1,16031,3545,2217319
20,20,1,3322632273281,3322632273282,3322632273282,3322632290012,3322634596711,3322634600276,3322634600277,1,16730,3565,2326994
21,21,1,3322632273305,3322632273306,3322632273306,3322632290482,3322634706774,3322634710393,3322634710393,1,17176,3619,2437087
22,22,1,3322632273320,3322632273320,3322632273320,3322632291386,3322634816322,3322634819942,3322634819942,0,18066,3620,2546622
23,23,1,3322632273333,3322632273333,3322632273333,3322632292283,3322634926035,3322634929594,3322634929594,0,18950,3559,2656261
24,24,1,3322632273595,3322632273595,3322632273595,3322632293212,3322635035820,3322635039389,3322635039389,0,19617,3569,2765794
25,25,1,3322632273612,3322632273612,3322632273612,3322632293655,3322635145938,3322635149632,3322635149632,0,20043,3694,2876020
26,26,1,3322632273625,3322632273626,3322632273626,3322632294552,3322635274167,3322635277868,3322635277868,1,20926,3701,3004242
27,27,1,3322632273638,3322632273638,3322632273638,3322632295022,3322635402149,3322635405877,3322635405877,0,21384,3728,3132239
28,28,1,3322632274113,3322632274113,3322632274113,3322632295487,3322635530113,3322635533836,3322635533836,0,21374,3723,3259723
29,29,1,3322632274129,3322632274129,3322632274129,3322632296395,3322635658249,3322635661967,3322635661967,0,22266,3718,3387838
30,30,1,3322632274143,3322632274143,3322632274143,3322632296861,3322635786505,3322635790210,3322635790210,0,22718,3705,3516067
31,31,1,3322632274165,3322632274165,3322632274165,3322632297329,3322635914333,3322635917743,3322635917743,0,23164,3410,3643578
32,0,1,3322635917901,3322635917901,3322635917901,3322635919670,3322636030184,3322636033555,3322636033555,0,1769,3371,115654
33,1,1,3322635918030,3322635918030,3322635918030,3322635919682,3322636030347,3322636033556,3322636033556,0,1652,3209,115526
