item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322388911738,3322388911739,3322388911739,3322388922297,3322388949502,3322388950360,3322388950360,1,10558,858,38621
1,1,1,3322388911739,3322388911739,3322388911739,3322388959806,3322388986904,3322388987908,3322388987908,0,48067,1004,76169
2,2,1,3322388911739,3322388911739,3322388911739,3322388997201,3322389024218,3322389025063,3322389025063,0,85462,845,113324
3,3,1,3322388911739,3322388911739,3322388911739,3322389034544,3322389061476,3322389062317,3322389062318,0,122805,841,150578
4,4,1,3322388911912,3322388911912,3322388911912,3322389071793,3322389098755,3322389099759,3322389099759,0,159881,1004,187847
5,5,1,3322388911912,3322388911912,3322388911912,3322389108978,3322389136138,3322389137142,3322389137143,0,197066,1004,225230
6,6,1,3322388911912,3322388911912,3322388911912,3322389146489,3322389173542,3322389174386,3322389174386,0,234577,844,262474
7,7,1,3322388911912,3322388911912,3322388911912,3322389183895,3322389210978,3322389211816,3322389211816,0,271983,838,299904
8,8,1,3322388912083,3322388912083,3322388912083,3322389221345,3322389248402,3322389249402,3322389249403,0,309262,1000,337319
9,9,1,3322388912083,3322388912083,3322388912083,3322389258715,3322389285800,3322389286802,3322389286803,0,346632,1002,374719
10,10,1,3322388912083,3322388912083,3322388912083,3322389296159,3322389323223,3322389324065,3322389324065,0,384076,842,411982
11,11,1,3322388912083,3322388912083,3322388912083,3322389333498,3322389360434,3322389361439,3322389361439,0,421415,1005,449356
12,12,1,3322388912252,3322388912252,3322388912252,3322389370785,3322389397656,3322389398501,3322389398502,0,458533,845,486249
13,13,1,3322388912252,3322388912252,3322388912252,3322389407998,3322389435132,3322389435972,3322389435973,0,495746,840,523720
14,14,1,3322388912252,3322388912252,3322388912252,3322389445394,3322389472383,3322389473234,3322389473234,0,533142,851,560982
15,15,1,3322388912252,3322388912252,3322388912252,3322389482638,3322389509751,3322389510599,3322389510599,0,570386,848,598347
16,16,1,3322388912420,3322388912420,3322388912420,3322389520054,3322389546909,3322389547752,3322389547753,0,607634,843,635332
17,17,1,3322388912421,3322388912421,3322388912421,3322389557135,3322389583983,3322389584822,3322389584822,0,644714,839,672401
18,18,1,3322388912421,3322388912421,3322388912421,3322389594286,3322389621264,3322389622103,3322389622103,0,681865,839,709682
19,19,1,3322388912421,3322388912421,3322388912421,3322389631570,3322389658511,3322389659353,3322389659353,0,719149,842,746932
20,20,1,3322388912587,3322388912587,3322388912587,3322389668835,3322389696005,3322389696845,3322389696845,0,756248,840,784258
21,21,1,3322388912587,3322388912587,3322388912587,3322389706279,3322389733389,3322389734239,3322389734239,0,793692,850,821652
22,22,1,3322388912587,3322388912587,3322388912587,3322389743629,3322389770466,3322389771306,3322389771306,0,831042,840,858719
