item,buf_idx,ts_read_submit_us,ts_nvme_done_us,ts_h2d_submit_us,ts_h2d_done_us,ts_slot_release_us
0,2,3322720307764,3322720309472,0,0,3322720347106
1,3,3322720307943,3322720309918,0,0,3322720384096
2,4,3322720308119,3322720312153,0,0,3322720421413
3,5,3322720308290,3322720312154,0,0,3322720458863
4,6,3322720308462,3322720313036,0,0,3322720496027
5,7,3322720308633,3322720313913,0,0,3322720533227
6,8,3322720308806,3322720313475,0,0,3322720570581
7,9,3322720308978,3322720314788,0,0,3322720608032
8,10,3322720309149,3322720315662,0,0,3322720645329
9,11,3322720309318,3322720315663,0,0,3322720682959
10,12,3322720309763,3322720315663,0,0,3322720720331
11,13,3322720310205,3322720317426,0,0,3322720757790
12,14,3322720310647,3322720317869,0,0,3322720795198
13,15,3322720311094,3322720317869,0,0,3322720832368
14,16,3322720311534,3322720319179,0,0,3322720869606
15,17,3322720312007,3322720319616,0,0,3322720906887
16,18,3322720312438,3322720320930,0,0,3322720944205
17,19,3322720312880,3322720320930,0,0,3322720981609
18,20,3322720313318,3322720321370,0,0,3322721018841
19,21,3322720313759,3322720321370,0,0,3322721055989
20,22,3322720314193,3322720323079,0,0,3322721093099
21,23,3322720314631,3322720323079,0,0,3322721130735
22,24,3322720315073,3322720323080,0,0,3322721167903
23,25,3322720315508,3322720324788,0,0,3322721205060
24,26,3322720315958,3322720324790,0,0,3322721242153
25,27,3322720316396,3322720325217,0,0,3322721279597
26,28,3322720316835,3322720326500,0,0,3322721316604
27,29,3322720317271,3322720326936,0,0,3322721353876
28,30,3322720317715,3322720327797,0,0,3322721391252
29,0,3322720318582,3322720327797,0,0,3322721428770
30,1,3322720319025,3322720328247,0,0,3322721466161
31,31,3322720319461,3322720328247,0,0,3322721503627
32,2,3322721503806,3322721505199,0,0,3322721542231
33,3,3322721503963,3322721504736,0,0,3322721542389
