item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322718835668,3322718835668,3322718835668,3322718846257,3322718873479,3322718874478,3322718874479,0,10589,999,38810
1,1,1,3322718835669,3322718835669,3322718835669,3322718883965,3322718910913,3322718911928,3322718911929,0,48296,1015,76259
2,2,1,3322718835669,3322718835669,3322718835669,3322718921370,3322718948198,3322718949198,3322718949199,0,85701,1000,113529
3,3,1,3322718835669,3322718835669,3322718835669,3322718958602,3322718985807,3322718986815,3322718986816,0,122933,1008,151146
4,4,1,3322718835848,3322718835848,3322718835848,3322718996132,3322719023076,3322719024091,3322719024092,0,160284,1015,188243
5,5,1,3322718835848,3322718835848,3322718835848,3322719033452,3322719060313,3322719061163,3322719061163,0,197604,850,225315
6,6,1,3322718835848,3322718835849,3322718835849,3322719070775,3322719097599,3322719098607,3322719098607,1,234926,1008,262758
7,7,1,3322718835849,3322718835849,3322718835849,3322719108100,3322719135248,3322719136283,3322719136283,0,272251,1035,300434
8,8,1,3322718836023,3322718836023,3322718836023,3322719145769,3322719172961,3322719173938,3322719173938,0,309746,977,337915
9,9,1,3322718836023,3322718836023,3322718836023,3322719183365,3322719210569,3322719211415,3322719211415,0,347342,846,375392
10,10,1,3322718836023,3322718836023,3322718836023,3322719221038,3322719248050,3322719249055,3322719249055,0,385015,1005,413032
11,11,1,3322718836023,3322718836023,3322718836023,3322719258482,3322719285600,3322719286442,3322719286443,0,422459,842,450419
12,12,1,3322718836190,3322718836191,3322718836191,3322719296037,3322719323062,3322719323903,3322719323903,1,459846,841,487712
13,13,1,3322718836191,3322718836191,3322718836191,3322719333476,3322719360536,3322719361386,3322719361386,0,497285,850,525195
14,14,1,3322718836191,3322718836191,3322718836191,3322719370950,3322719397994,3322719398848,3322719398848,0,534759,854,562657
15,15,1,3322718836191,3322718836191,3322718836191,3322719408493,3322719435539,3322719436390,3322719436391,0,572302,851,600199
16,16,1,3322718836358,3322718836358,3322718836358,3322719445903,3322719473000,3322719473842,3322719473842,0,609545,842,637484
17,17,1,3322718836358,3322718836358,3322718836358,3322719483458,3322719510451,3322719511299,3322719511299,0,647100,848,674941
18,18,1,3322718836358,3322718836358,3322718836358,3322719520980,3322719547840,3322719548689,3322719548689,0,684622,849,712331
19,19,1,3322718836358,3322718836359,3322718836359,3322719558284,3322719585278,3322719586118,3322719586119,1,721925,840,749759
20,20,1,3322718836526,3322718836526,3322718836526,3322719595768,3322719622961,3322719623954,3322719623954,0,759242,993,787428
21,21,1,3322718836526,3322718836526,3322718836526,3322719633386,3322719660690,3322719661532,3322719661532,0,796860,842,825006
22,22,1,3322718836526,3322718836526,3322718836526,3322719671059,3322719698198,3322719699044,3322719699044,0,834533,846,862518
23,23,1,3322718836526,3322718836526,3322718836526,3322719708532,3322719735508,3322719736495,3322719736496,0,872006,987,899969
24,24,1,3322718836692,3322718836693,3322718836693,3322719745805,3322719773014,3322719773846,3322719773846,1,909112,832,937153
25,25,1,3322718836693,3322718836693,3322718836693,3322719783276,3322719810185,3322719811029,3322719811030,0,946583,844,974336
26,26,1,3322718836693,3322718836693,3322718836693,3322719820665,3322719847759,3322719848609,3322719848609,0,983972,850,1011916
27,27,1,3322718836693,3322718836693,3322718836693,3322719858168,3322719885288,3322719886130,3322719886130,0,1021475,842,1049437
28,28,1,3322718836858,3322718836858,3322718836858,3322719895583,3322719922439,3322719923285,3322719923286,0,1058725,846,1086427
29,29,1,3322718836858,3322718836858,3322718836858,3322719932853,3322719959894,3322719960745,3322719960746,0,1095995,851,1123887
30,30,1,3322718836858,3322718836859,3322718836859,3322719970315,3322719997513,3322719998355,3322719998355,1,1133456,842,1161496
31,31,1,3322718836859,3322718836859,3322718836859,3322720007958,3322720034938,3322720035863,3322720035863,0,1171099,925,1199004
32,0,1,3322720036023,3322720036024,3322720036024,3322720046550,3322720073490,3322720074439,3322720074439,1,10526,949,38415
33,1,1,3322720036024,3322720036024,3322720036024,3322720073490,3322720073652,3322720074439,3322720074439,0,37466,787,38415
